	domain	domain_len	domain_precison	domain_recall	fold_imp	pos_frac	pos_num	prob
55	S4	33	0.7272727272727273	1.0	0.27272727272727276	0.7272727272727273	33	0.001
56	PUF	12	0.5714285714285714	1.0	1.1428571428571428	0.3333333333333333	7	0.001
57	TPR_1	25	0.45454545454545453	0.45454545454545453	0.5785123966942148	0.44	11	0.001
58	Nop	168	0.13793103448275862	0.8571428571428571	1.5172413793103448	0.08333333333333333	87	0.001
59	KH_1	38	0.2	1.0	0.8857142857142858	0.18421052631578946	35	0.001
60	KOW	16	0.4375	1.0	0.5625	0.4375	16	0.001
61	zf-CCHC	13	0.8461538461538461	1.0	0.15384615384615385	0.8461538461538461	13	0.001
62	tRNA-synt_1	468	0.0	0.0	0.0	0.014957264957264958	4	0.001
63	CSD	64	0.43478260869565216	0.9090909090909091	0.8300395256916996	0.34375	46	0.001
64	Ribosomal_S4	51	0.6470588235294118	1.0	0.35294117647058826	0.6470588235294118	51	0.001
65	LRR_4	31	0.42857142857142855	0.5	1.7857142857142856	0.1935483870967742	7	0.001
66	RRM_1	33	0.5384615384615384	1.0	0.7307692307692307	0.42424242424242425	26	0.001
67	LSM	39	0.1794871794871795	1.0	0.8205128205128205	0.1794871794871795	39	0.001
68	Ribosomal_L7Ae	64	1.0	0.3125	3.0	0.25	5	0.001
69	Helicase_C	27	0.25	1.0	6.5	0.037037037037037035	4	0.001
70	TPR_17	16	0.3333333333333333	1.0	1.4444444444444442	0.1875	9	0.001
71	dsrm	43	0.75	0.42857142857142855	1.5535714285714286	0.32558139534883723	8	0.001
72	zf-CCCH	24	0.5416666666666666	1.0	0.45833333333333326	0.5416666666666666	24	0.001
73	RNase_T	158	0.08928571428571429	0.35714285714285715	0.9183673469387755	0.08860759493670886	56	0.0005
74	S4	33	0.7272727272727273	1.0	0.27272727272727276	0.7272727272727273	33	0.0005
75	PUF	12	0.4	1.0	0.8	0.3333333333333333	10	0.0005
76	TPR_1	25	0.47619047619047616	0.9090909090909091	0.6060606060606061	0.44	21	0.0005
77	Nop	168	0.0880503144654088	1.0	0.9685534591194968	0.08333333333333333	159	0.0005
78	KH_1	38	0.18421052631578946	1.0	0.8157894736842105	0.18421052631578946	38	0.0005
79	KOW	16	0.4375	1.0	0.5625	0.4375	16	0.0005
80	zf-CCHC	13	0.8461538461538461	1.0	0.15384615384615385	0.8461538461538461	13	0.0005
81	tRNA-synt_1	468	0.0	0.0	0.0	0.014957264957264958	23	0.0005
82	CSD	64	0.36666666666666664	1.0	0.7	0.34375	60	0.0005
83	Ribosomal_S4	51	0.6470588235294118	1.0	0.35294117647058826	0.6470588235294118	51	0.0005
84	LRR_4	31	0.3333333333333333	0.8333333333333334	1.3888888888888888	0.1935483870967742	15	0.0005
85	RRM_1	33	0.45161290322580644	1.0	0.6129032258064516	0.42424242424242425	31	0.0005
86	LSM	39	0.1794871794871795	1.0	0.8205128205128205	0.1794871794871795	39	0.0005
87	Ribosomal_L7Ae	64	0.6153846153846154	0.5	1.8461538461538463	0.25	13	0.0005
88	NUDIX	120	0.0	0.0	0.0	0.1	2	0.0005
89	Anticodon_1	81	0.0	0.0	0.0	0.08641975308641975	5	0.0005
90	Helicase_C	27	0.16666666666666666	1.0	4.333333333333333	0.037037037037037035	6	0.0005
91	TPR_17	16	0.2727272727272727	1.0	1.1818181818181817	0.1875	11	0.0005
92	dsrm	43	0.6153846153846154	0.5714285714285714	1.2747252747252746	0.32558139534883723	13	0.0005
93	zf-CCCH	24	0.5416666666666666	1.0	0.45833333333333326	0.5416666666666666	24	0.0005
94	RNase_T	158	0.08860759493670886	1.0	0.9113924050632911	0.08860759493670886	158	0.0001
95	S4	33	0.7272727272727273	1.0	0.27272727272727276	0.7272727272727273	33	0.0001
96	PUF	12	0.3333333333333333	1.0	0.6666666666666666	0.3333333333333333	12	0.0001
97	TPR_1	25	0.44	1.0	0.56	0.44	25	0.0001
98	Nop	168	0.08333333333333333	1.0	0.9166666666666666	0.08333333333333333	168	0.0001
99	KH_1	38	0.18421052631578946	1.0	0.8157894736842105	0.18421052631578946	38	0.0001
100	KOW	16	0.4375	1.0	0.5625	0.4375	16	0.0001
101	zf-CCHC	13	0.8461538461538461	1.0	0.15384615384615385	0.8461538461538461	13	0.0001
102	tRNA-synt_1	468	0.011450381679389313	0.42857142857142855	0.7540894220283534	0.014957264957264958	262	0.0001
103	CSD	64	0.34375	1.0	0.65625	0.34375	64	0.0001
104	Ribosomal_S4	51	0.6470588235294118	1.0	0.35294117647058826	0.6470588235294118	51	0.0001
105	LRR_4	31	0.1935483870967742	1.0	0.8064516129032259	0.1935483870967742	31	0.0001
106	RRM_1	33	0.42424242424242425	1.0	0.5757575757575758	0.42424242424242425	33	0.0001
107	LSM	39	0.1794871794871795	1.0	0.8205128205128205	0.1794871794871795	39	0.0001
108	Ribosomal_L7Ae	64	0.25	1.0	0.75	0.25	64	0.0001
109	NUDIX	120	0.04878048780487805	0.16666666666666666	0.4390243902439025	0.1	41	0.0001
110	Anticodon_1	81	0.12195121951219512	0.7142857142857143	1.2891986062717768	0.08641975308641975	41	0.0001
111	Helicase_C	27	0.0625	1.0	1.625	0.037037037037037035	16	0.0001
112	TPR_17	16	0.1875	1.0	0.8125	0.1875	16	0.0001
113	dsrm	43	0.4482758620689655	0.9285714285714286	0.9285714285714285	0.32558139534883723	29	0.0001
114	zf-CCCH	24	0.5416666666666666	1.0	0.45833333333333326	0.5416666666666666	24	0.0001
115	RNase_T	158	0.08860759493670886	1.0	0.9113924050632911	0.08860759493670886	158	0.0
116	S4	33	0.7272727272727273	1.0	0.27272727272727276	0.7272727272727273	33	0.0
117	PUF	12	0.3333333333333333	1.0	0.6666666666666666	0.3333333333333333	12	0.0
118	TPR_1	25	0.44	1.0	0.56	0.44	25	0.0
119	Nop	168	0.08333333333333333	1.0	0.9166666666666666	0.08333333333333333	168	0.0
120	KH_1	38	0.18421052631578946	1.0	0.8157894736842105	0.18421052631578946	38	0.0
121	KOW	16	0.4375	1.0	0.5625	0.4375	16	0.0
122	zf-CCHC	13	0.8461538461538461	1.0	0.15384615384615385	0.8461538461538461	13	0.0
123	tRNA-synt_1	468	0.014957264957264958	1.0	0.9850427350427351	0.014957264957264958	468	0.0
124	CSD	64	0.34375	1.0	0.65625	0.34375	64	0.0
125	Ribosomal_S4	51	0.6470588235294118	1.0	0.35294117647058826	0.6470588235294118	51	0.0
126	LRR_4	31	0.1935483870967742	1.0	0.8064516129032259	0.1935483870967742	31	0.0
127	RRM_1	33	0.42424242424242425	1.0	0.5757575757575758	0.42424242424242425	33	0.0
128	LSM	39	0.1794871794871795	1.0	0.8205128205128205	0.1794871794871795	39	0.0
129	Ribosomal_L7Ae	64	0.25	1.0	0.75	0.25	64	0.0
130	NUDIX	120	0.1	1.0	0.9000000000000001	0.1	120	0.0
131	Anticodon_1	81	0.08641975308641975	1.0	0.9135802469135802	0.08641975308641975	81	0.0
132	Helicase_C	27	0.037037037037037035	1.0	0.9629629629629629	0.037037037037037035	27	0.0
133	TPR_17	16	0.1875	1.0	0.8125	0.1875	16	0.0
134	dsrm	43	0.32558139534883723	1.0	0.6744186046511628	0.32558139534883723	43	0.0
135	zf-CCCH	24	0.5416666666666666	1.0	0.45833333333333326	0.5416666666666666	24	0.0
