	length	avg_maf_all	avg_maf_altered	alter_num_aa	alter_num_aa_norm	alter_num_dna	alter_num_dna_norm	frac_alter	avg_poly	frac_poly_several	rare_poly_0.5%	rare_poly_0.05%	rare_poly_0.005%	BLOSUM_avg	weighted_BLOSUM_avg	pseudo_dNdS	SIFT	PolyPhen	num_genes	num_instances	num_genes_log2	num_instances_log2
AAA_8	268	0.000178349218575	0.000660350318182	1012	3.77611940299	1438	5.36567164179	0.270082732853	1.23023715415	0.195652173913	0.989130434783	0.939723320158	0.72233201581	-0.316465863454	9.35375879518e-05	0.0875956230077	0.136088407006	0.577104253545	14	14	3.80735492206	3.80735492206
AAA_9	220	0.00057656794844	0.00219182197628	801	3.64090909091	1114	5.06363636364	0.263054187192	1.20474406991	0.183520599251	0.985018726592	0.940074906367	0.749063670412	-0.184455958549	0.00148036076269	0.310181669336	0.119746031746	0.603874074074	14	14	3.80735492206	3.80735492206
AA_permease	479	0.000256295918831	0.000957200672982	2639	5.50939457203	3769	7.86847599165	0.267755681818	1.18757104964	0.167108753316	0.990147783251	0.963622584312	0.813944676014	-0.304403318443	0.000356962209636	0.0624891894597	0.167477094241	0.590032068063	22	22	4.45943161864	4.45943161864
AA_permease_2	423	0.000290457622841	0.00106692333273	1671	3.95035460993	2361	5.58156028369	0.272238514174	1.18013165769	0.160981448235	0.989228007181	0.964093357271	0.822860562537	-0.290060851927	0.000756459580629	0.0801066840506	0.163654346694	0.591649141072	15	15	3.90689059561	3.90689059561
ABC2_membrane_3	345	0.000416053857569	0.00158995771646	1580	4.57971014493	1877	5.44057971014	0.261676051673	1.18291139241	0.162658227848	0.986075949367	0.949367088608	0.774050632911	-0.267522739433	0.00179531786035	0.106981868382	0.206397790055	0.522543093923	12	18	3.58496250072	4.16992500144
ABC_membrane	274	0.000254282116578	0.000904494583642	2971	10.8430656934	4209	15.3613138686	0.281131718395	1.21676203299	0.189498485358	0.98653651969	0.955907101986	0.811174688657	-0.326141078838	0.000102993621577	0.0552811892329	0.186436124607	0.478091454701	37	53	5.20945336563	5.72792045456
ABC_tran	137	0.000287903404685	0.00104368710942	2897	21.1459854015	4157	30.3430656934	0.275852218625	1.23196410079	0.205039696237	0.9855022437	0.95823265447	0.799792889196	-0.431213224993	0.000115854737181	0.0796503780551	0.12398552822	0.619978871201	69	107	6.10852445678	6.7414669864
ADAM_CR	113	6.52163525577e-05	0.000235582259058	552	4.88495575221	736	6.51327433628	0.276830491474	1.17572463768	0.161231884058	0.992753623188	0.952898550725	0.798913043478	-0.588597842835	-0.000108554164869	0.0145371015003	0.224506369427	0.553710191083	19	19	4.24792751344	4.24792751344
ADAM_spacer1	114	0.000368197380015	0.00118705071497	835	7.32456140351	1258	11.0350877193	0.310178306092	1.26706586826	0.231137724551	0.989221556886	0.959281437126	0.823952095808	-0.395085066163	0.000858769351607	0.0697254233504	0.183699421965	0.567044315992	25	25	4.64385618977	4.64385618977
ADH_N	109	0.000264433050904	0.000974811222222	405	3.71559633028	551	5.05504587156	0.271265907569	1.23950617284	0.207407407407	0.99012345679	0.955555555556	0.82962962963	-0.466135458167	-2.92946653386e-05	0.0206135283281	0.132617586912	0.519231083845	14	14	3.80735492206	3.80735492206
ADH_zinc_N	130	0.000316366833257	0.00115823338111	593	4.56153846154	811	6.23846153846	0.273146015661	1.18718381113	0.165261382799	0.989881956155	0.95784148398	0.795952782462	-0.298295454545	0.00218507386648	0.0667104681921	0.168769898698	0.497415340087	17	17	4.08746284125	4.08746284125
ADK	151	0.000497944187539	0.00218744587534	369	2.44370860927	525	3.47682119205	0.22763726095	1.20867208672	0.186991869919	0.978319783198	0.934959349593	0.791327913279	-0.309417040359	0.00276923006951	0.109192848116	0.195560640732	0.464819221968	8	11	3.0	3.45943161864
AMP-binding	423	0.000245780167573	0.000874427745098	3774	8.9219858156	5394	12.7517730496	0.281075444999	1.21489136195	0.18839427663	0.987016428193	0.953365129836	0.810280869104	-0.427917121047	-8.13444285714e-06	0.0750092529042	0.16881608676	0.558267736105	31	34	4.95419631039	5.08746284125
AMP-binding_C	74	0.000123486325915	0.000423685842365	406	5.48648648649	585	7.90540540541	0.291457286432	1.21428571429	0.192118226601	0.995073891626	0.967980295567	0.817733990148	-0.271805273834	-0.0005684338357	0.0260691758903	0.14949790795	0.510294979079	20	20	4.32192809489	4.32192809489
ANAPC3	82	9.47237389061e-05	0.000449937759804	204	2.48780487805	251	3.06097560976	0.210526315789	1.0931372549	0.093137254902	0.995098039216	0.970588235294	0.833333333333	-0.269058295964	-0.00105152755605	0.0605116195854	0.222279069767	0.44756744186	12	12	3.58496250072	3.58496250072
ANAPC4_WD40	92	0.00015982172877	0.000778340848588	885	9.61956521739	1226	13.3260869565	0.205336426914	1.18531073446	0.162711864407	0.986440677966	0.967231638418	0.83615819209	-0.251668255481	0.00138049124452	0.0761466669708	0.167128810226	0.512433628319	39	49	5.28540221886	5.61470984412
ANATO	36	1.06567664234e-05	5.40732222222e-05	54	1.5	72	2.0	0.197080291971	1.14814814815	0.148148148148	1.0	0.981481481481	0.833333333333	-0.451612903226	7.31182258065e-06	0.012345054778	0.217288135593	0.470898305085	13	15	3.70043971814	3.90689059561
ANF_receptor	352	0.000213767573417	0.000925266190777	2689	7.63920454545	3806	10.8125	0.231033593951	1.18408330234	0.163629602083	0.992562290814	0.968761621421	0.827073261435	-0.259422110553	-0.000170597481941	0.0821862024604	0.223637523931	0.528123803446	41	41	5.35755200462	5.35755200462
APC_r	24	5.66001153846e-06	3.19913695652e-05	46	1.91666666667	60	2.5	0.176923076923	1.10869565217	0.108695652174	1.0	1.0	0.847826086957	-0.21568627451	-2.17255882353e-05	0.000353290086566	0.142352941176	0.856745098039	2	11	1.0	3.45943161864
APOBEC_C	78	0.00196793104063	0.00659835701858	323	4.14102564103	476	6.10256410256	0.298245614035	1.2786377709	0.256965944272	0.965944272446	0.928792569659	0.699690402477	-0.544794188862	0.000897860358354	0.213828820684	0.240149253731	0.493186567164	11	15	3.45943161864	3.90689059561
APOBEC_N	175	0.00160454607578	0.00595496713244	672	3.84	1001	5.72	0.269446672013	1.2693452381	0.239583333333	0.96875	0.93005952381	0.739583333333	-0.533411488863	0.00191307205158	0.218404858532	0.250012106538	0.475723970944	12	16	3.58496250072	4.0
ARID	87	2.95395081967e-06	2.47320980392e-05	153	1.75862068966	183	2.10344827586	0.11943793911	1.06535947712	0.0653594771242	1.0	1.0	0.901960784314	0.104294478528	4.05732515337e-06	0.0130921264671	0.0927814569536	0.730540880503	16	16	4.0	4.0
Aa_trans	409	0.000351965535202	0.00127757314444	1710	4.18092909535	2466	6.0293398533	0.27549540841	1.21754385965	0.188304093567	0.988888888889	0.956725146199	0.808187134503	-0.271853986551	0.000475060897214	0.0610913274161	0.195205680705	0.531187561214	17	17	4.08746284125	4.08746284125
Abhydrolase_1	256	0.000264558758408	0.00104178948919	1480	5.78125	2101	8.20703125	0.25394646534	1.23108108108	0.206081081081	0.987162162162	0.960810810811	0.825675675676	-0.444017563117	0.000479454845774	0.126316614175	0.188726442033	0.482196459166	32	32	5.0	5.0
Abhydrolase_6	212	8.41801189287e-05	0.000329393964476	563	2.65566037736	813	3.83490566038	0.255560599183	1.26287744227	0.227353463588	0.991119005329	0.976909413854	0.861456483126	-0.561181434599	8.73735794655e-05	0.0511639718519	0.171899852725	0.485351988218	12	12	3.58496250072	3.58496250072
Acetyltransf_1	117	0.000206557190921	0.000893312475229	545	4.65811965812	751	6.4188034188	0.231226134917	1.19266055046	0.16880733945	0.987155963303	0.96880733945	0.823853211009	-0.326153846154	-0.00147630839923	0.0864738378087	0.174794952681	0.506162460568	24	24	4.58496250072	4.58496250072
Actin	407	0.00031154611022	0.00168823672865	1979	4.86240786241	2831	6.95577395577	0.184539350988	1.19959575543	0.176351692774	0.982819605862	0.952501263264	0.829206670035	-0.342459983151	0.000260909157119	0.0947851949611	0.140960451977	0.557745328118	31	31	4.95419631039	4.95419631039
Acyl-CoA_dh_1	150	0.000367443155556	0.00123625734579	535	3.56666666667	661	4.40666666667	0.297222222222	1.23364485981	0.203738317757	0.983177570093	0.955140186916	0.78691588785	-0.465151515152	0.000303663693939	0.143429576592	0.109968404423	0.664559241706	12	12	3.58496250072	3.58496250072
Acyl-CoA_dh_2	132	0.000314674255831	0.00109299513671	395	2.99242424242	491	3.7196969697	0.287900874636	1.24050632911	0.20253164557	0.984810126582	0.951898734177	0.789873417722	-0.473469387755	0.000853483373469	0.104007047227	0.114234042553	0.675427659574	11	11	3.45943161864	3.45943161864
Acyl-CoA_dh_M	97	0.000268585957521	0.000913956007109	422	4.35051546392	585	6.03092783505	0.293871866295	1.23222748815	0.203791469194	0.985781990521	0.96682464455	0.817535545024	-0.332692307692	-0.00014622425	0.243541563288	0.0983464566929	0.545163385827	15	15	3.90689059561	3.90689059561
Acyl-CoA_dh_N	113	2.00301933387e-05	6.45475602094e-05	382	3.38053097345	524	4.63716814159	0.310316815597	1.16753926702	0.141361256545	1.0	0.976439790576	0.832460732984	-0.369955156951	1.77278251121e-06	0.00654956086696	0.164420803783	0.519834515366	11	11	3.45943161864	3.45943161864
Acyltransferase	134	0.000242216325037	0.00117052181604	424	3.16417910448	599	4.47014925373	0.206930209858	1.20283018868	0.172169811321	0.98820754717	0.971698113208	0.85141509434	-0.13137254902	0.000751712690196	0.100265280613	0.196451612903	0.511756048387	23	23	4.52356195606	4.52356195606
Adap_comp_sub	264	0.000268919422545	0.00103636843033	732	2.77272727273	1052	3.98484848485	0.259482453031	1.25273224044	0.21174863388	0.991803278689	0.965846994536	0.81693989071	-0.312977099237	0.000567136022901	0.0386662370226	0.172452193476	0.571091113611	12	12	3.58496250072	3.58496250072
Adaptin_N	524	0.000189390562434	0.000971117941583	1301	2.48282442748	1768	3.37404580153	0.195023234897	1.1813989239	0.157571099154	0.994619523444	0.979246733282	0.870099923136	-0.178919973975	-0.00168807995381	0.189996044578	0.149140572951	0.551712858095	14	14	3.80735492206	3.80735492206
Aldedh	462	0.000605231653298	0.00201676692465	2402	5.19913419913	3461	7.49134199134	0.300099950025	1.21690258118	0.189841798501	0.982514571191	0.949208992506	0.775603663614	-0.363667464933	0.000413878371365	0.138839510027	0.138742957746	0.564648591549	18	18	4.16992500144	4.16992500144
Aldo_ket_red	291	0.000337937984761	0.00117427582726	1152	3.9587628866	1642	5.64261168385	0.287784161879	1.21961805556	0.189236111111	0.980902777778	0.947048611111	0.766493055556	-0.481138790036	0.000354542316726	0.102091468204	0.133570359281	0.544353293413	18	18	4.16992500144	4.16992500144
Aminotran_1_2	363	0.000141735413687	0.000524608582231	1587	4.37190082645	2234	6.15426997245	0.270173646578	1.20352867045	0.180214240706	0.993698802773	0.967233774417	0.804032766226	-0.44502617801	-0.000849244884031	0.0217651584515	0.154026954178	0.550122371968	17	17	4.08746284125	4.08746284125
Ank	32	0.000280401307727	0.00143483157745	3938	123.0625	4572	142.875	0.195424544688	1.15845606907	0.142712036567	0.988318943626	0.960385982732	0.79532757745	-0.224024550636	0.000328950745178	0.0731742374879	0.153614349776	0.643537744429	224	691	7.80735492206	9.43254190039
Ank_2	84	0.000347968664161	0.00179257462545	7206	85.7857142857	8393	99.9166666667	0.194116696299	1.1608381904	0.142381348876	0.986538995282	0.955176242021	0.771301693034	-0.251165570831	-0.000312416233293	0.101636588742	0.162394952836	0.609418826739	250	496	7.96578428466	8.95419631039
Ank_3	31	0.000175544353464	0.000787211121261	3109	100.290322581	4347	140.225806452	0.222995266102	1.17722740431	0.157928594403	0.993245416533	0.967192023159	0.807655194596	-0.240163934426	6.02058483607e-05	0.0539487633993	0.147245325147	0.645034814605	207	504	7.6934869575	8.9772799235
Ank_4	55	0.000230946630581	0.00109568332318	6727	122.309090909	9297	169.036363636	0.210778630738	1.17288538725	0.154303552847	0.98855359001	0.960309201724	0.798424260443	-0.278833967047	-3.29469389734e-05	0.0601740834797	0.159488112252	0.620375807941	262	656	8.03342300154	9.35755200462
Ank_5	56	0.000369389665438	0.00194400899224	5153	92.0178571429	6014	107.392857143	0.190014381061	1.1635940229	0.144964098583	0.985251309917	0.954783621192	0.776246846497	-0.301200800534	0.000326388928119	0.097494826504	0.164361683995	0.611816161268	241	572	7.91288933623	9.15987133678
Annexin	66	0.000617831143254	0.00260423393504	939	14.2272727273	1164	17.6363636364	0.237241030824	1.23429179979	0.206602768903	0.985090521832	0.94249201278	0.760383386581	-0.370146678171	0.000681508496117	0.106845630548	0.135490018149	0.586176043557	16	68	4.0	6.08746284125
Anticodon_1	151	0.000713959049884	0.00245192311155	251	1.66225165563	358	2.37086092715	0.291183294664	1.21912350598	0.183266932271	0.980079681275	0.940239043825	0.796812749004	-0.539215686275	0.00183710233987	0.0993139964887	0.196915254237	0.397376271186	15	15	3.90689059561	3.90689059561
Arf	175	0.00015811439881	0.000918906999359	3122	17.84	3600	20.5714285714	0.172067901235	1.14958360026	0.134208840487	0.99199231262	0.972773862908	0.826073030109	-0.166062970187	5.29642516021e-05	0.0590486878441	0.17654289004	0.524403118683	113	113	6.82017896242	6.82017896242
ArfGap	117	0.000237649603047	0.00133567523263	619	5.2905982906	850	7.26495726496	0.177924691003	1.19224555735	0.168012924071	0.988691437803	0.970920840065	0.802907915994	-0.334688346883	0.00145515232385	0.115897812071	0.148492392808	0.600044260028	34	34	5.08746284125	5.08746284125
Arm	41	2.97602985563e-05	0.000142230681693	1087	26.512195122	1455	35.487804878	0.209239653513	1.17663293468	0.154553817847	0.998160073597	0.97516099356	0.835326586937	-0.118060985145	2.94300461298e-05	0.0138162031726	0.158362480127	0.593384737679	36	139	5.16992500144	7.11894107272
Arm_2	254	6.42423249631e-05	0.000451865496104	385	1.5157480315	488	1.92125984252	0.142171344165	1.14025974026	0.132467532468	0.992207792208	0.945454545455	0.776623376623	-0.175398633257	-4.77564441913e-05	0.0243747458244	0.207255813953	0.588272093023	16	16	4.0	4.0
Arrestin_C	137	6.03238007752e-05	0.000211461149457	368	2.68613138686	531	3.87591240876	0.285271317829	1.21467391304	0.182065217391	0.989130434783	0.953804347826	0.817934782609	-0.286353467562	-0.00010527687472	0.667061941179	0.184063205418	0.580322799097	11	11	3.45943161864	3.45943161864
Arrestin_N	146	0.000172629792199	0.000649021622596	416	2.84931506849	576	3.94520547945	0.265984654731	1.18269230769	0.158653846154	0.992788461538	0.966346153846	0.795673076923	-0.382113821138	0.000566759534553	0.0570799895639	0.194708333333	0.504522916667	12	12	3.58496250072	3.58496250072
Asp	315	4.91022694167e-05	0.000236958541213	643	2.04126984127	928	2.94603174603	0.207218820496	1.18973561431	0.169517884914	0.992223950233	0.961119751166	0.825816485226	-0.390849673203	0.000114348883007	0.0345470435458	0.1618	0.569313333333	11	11	3.45943161864	3.45943161864
BACK	103	0.000115506461318	0.000484653348656	1414	13.7281553398	1949	18.9223300971	0.238327995955	1.18316831683	0.161951909477	0.994342291372	0.974540311174	0.824611032532	-0.322773460849	0.000216399233114	0.036447212403	0.235756457565	0.468458179582	60	60	5.90689059561	5.90689059561
BAH	121	4.93561106781e-06	3.04441778846e-05	208	1.71900826446	287	2.37190082645	0.162120031177	1.12980769231	0.125	1.0	0.995192307692	0.879807692308	-0.170212765957	4.76302978723e-06	0.00124562526191	0.207835497835	0.576194805195	10	12	3.32192809489	3.58496250072
BAR	239	0.000180336439739	0.00081091365779	751	3.14225941423	1050	4.39330543933	0.222386733787	1.18242343542	0.171770972037	0.993342210386	0.968042609854	0.842876165113	-0.243243243243	0.0010726400777	0.0938561077471	0.166406976744	0.605317865429	15	15	3.90689059561	3.90689059561
BAR_3	238	4.14488202406e-05	0.000208053936057	563	2.36554621849	767	3.22268907563	0.199221514508	1.18294849023	0.159857904085	0.992895204263	0.97513321492	0.834813499112	-0.172672672673	0.000135894264264	0.0236580823608	0.194822804314	0.455181818182	12	12	3.58496250072	3.58496250072
BEN	77	3.86587379679e-06	2.2040195122e-05	164	2.12987012987	231	3.0	0.175401069519	1.16463414634	0.15243902439	1.0	1.0	0.926829268293	-0.17277486911	-2.21285863874e-06	0.000487309973188	0.131720430108	0.741268817204	10	17	3.32192809489	4.08746284125
BEX	123	6.9495323549e-05	0.000408523490196	255	2.07317073171	316	2.56910569106	0.170113408939	1.10196078431	0.0980392156863	0.98431372549	0.980392156863	0.835294117647	-0.377224199288	-0.000499658398577	0.0769031947286	0.244782608696	0.36981884058	16	16	4.0	4.0
BIR	73	2.96499217719e-05	0.000147002649533	214	2.93150684932	282	3.86301369863	0.201696512724	1.13551401869	0.126168224299	0.995327102804	0.981308411215	0.85046728972	-0.469135802469	0.000108786176955	0.00596129120874	0.20370212766	0.549655319149	9	19	3.16992500144	4.24792751344
BNR_2	270	0.000405774981079	0.00118810015235	361	1.33703703704	556	2.05925925926	0.341532639546	1.26315789474	0.224376731302	0.98891966759	0.96675900277	0.772853185596	-0.710526315789	0.00074559972807	0.199443877471	0.159701149425	0.612983908046	11	11	3.45943161864	3.45943161864
BRCT	79	4.15973212528e-05	0.000168423936594	552	6.98734177215	723	9.15189873418	0.246979865772	1.16304347826	0.146739130435	0.994565217391	0.972826086957	0.842391304348	-0.0981308411215	0.000166627392523	0.0162805470815	0.179871794872	0.507001602564	16	29	4.0	4.85798099513
BTB	111	0.00014636548322	0.000741847546979	2863	25.7927927928	3893	35.0720720721	0.197298601061	1.17673768774	0.155780649668	0.993363604611	0.974851554314	0.838630806846	-0.200949836747	0.000460489910656	0.0652051250965	0.195237075558	0.551972468645	139	147	7.11894107272	7.19967234484
BTB_2	94	7.48370865385e-05	0.000393083686869	891	9.47872340426	1263	13.4361702128	0.190384615385	1.18855218855	0.167227833895	0.995510662177	0.980920314254	0.837261503928	-0.429650613787	0.00016759217186	0.03609344496	0.157671497585	0.639749758454	53	53	5.72792045456	5.72792045456
Band_7	177	3.8589095288e-05	0.00018426293	400	2.25988700565	551	3.11299435028	0.20942408377	1.19	0.1775	0.99	0.9725	0.8575	-0.38025210084	0.000105528090336	0.0304333223049	0.156688741722	0.563562913907	16	16	4.0	4.0
Bcl-2	100	0.000569903897507	0.00235574779008	262	2.62	367	3.67	0.241920590951	1.21755725191	0.190839694656	0.984732824427	0.946564885496	0.793893129771	-0.319749216301	-0.000655092067398	2.97599723646	0.201129032258	0.527238709677	11	11	3.45943161864	3.45943161864
Beta_helix	158	5.60805636147e-05	0.000243112134021	388	2.45569620253	532	3.36708860759	0.230677764566	1.19072164948	0.167525773196	0.992268041237	0.984536082474	0.840206185567	-0.21645021645	0.000269583010823	0.0443593512879	0.221577777778	0.529115555556	6	11	2.58496250072	3.45943161864
Biotin_lipoyl	73	0.000328031375533	0.00124651922703	185	2.53424657534	258	3.53424657534	0.263157894737	1.16756756757	0.151351351351	0.994594594595	0.983783783784	0.827027027027	-0.236111111111	1.74724166667e-05	2.41502574906	0.174651162791	0.5354	10	12	3.32192809489	3.58496250072
Bromodomain	84	9.82167897135e-05	0.000626846214681	722	8.59523809524	954	11.3571428571	0.156684027778	1.14819944598	0.141274238227	0.994459833795	0.986149584488	0.891966759003	-0.13630880579	-5.79708323281e-06	0.0166041993967	0.169101265823	0.571	47	66	5.55458885168	6.04439411936
C1-set	89	0.00229525940519	0.00832430443102	1870	21.0112359551	2837	31.8764044944	0.275729873194	1.24652406417	0.218181818182	0.951336898396	0.906417112299	0.707486631016	-0.431574431574	0.00191715125075	0.144173772307	0.19324	0.493305333333	206	242	7.68650052718	7.91886323727
C1-set_C	53	0.00479031113027	0.0192349416154	65	1.22641509434	87	1.64150943396	0.249042145594	1.2	0.169230769231	0.846153846154	0.784615384615	0.630769230769	-0.576923076923	-0.000717277923077	0.112131408649	0.188947368421	0.311986842105	37	37	5.20945336563	5.20945336563
C1_1	53	7.4446221473e-05	0.000403747721519	711	13.4150943396	956	18.0377358491	0.184387966805	1.16877637131	0.157524613221	0.995780590717	0.978902953586	0.846694796062	-0.395908543923	0.000411752819495	0.0230935754819	0.168849449204	0.622613219094	61	79	5.93073733756	6.30378074818
C1q	127	0.000212721828275	0.000842787684369	998	7.85826771654	1435	11.2992125984	0.252402630248	1.19038076152	0.163326653307	0.986973947896	0.96993987976	0.841683366733	-0.35101010101	7.48680694444e-05	0.074339040359	0.166242095754	0.686993881119	31	32	4.95419631039	5.0
C2	103	0.000241050676289	0.000970672587132	5067	49.1941747573	7079	68.7281553398	0.248333660067	1.20051312414	0.175843694494	0.992303137951	0.965660153937	0.802052496546	-0.354265987177	-0.000435065969423	0.0840985667408	0.157419520548	0.599034225686	132	209	7.04439411936	7.70735913208
C2-set_2	90	0.0014191941226	0.00512041756748	1630	18.1111111111	2435	27.0555555556	0.277163747662	1.23558282209	0.203067484663	0.967484662577	0.930061349693	0.749693251534	-0.432969215492	0.00146060711048	0.152405196083	0.220206398349	0.482057791538	94	110	6.55458885168	6.78135971352
C4	111	2.10743684211e-05	8.61648227848e-05	316	2.84684684685	461	4.15315315315	0.244582043344	1.23417721519	0.205696202532	0.996835443038	0.981012658228	0.819620253165	-0.520512820513	-1.83856179487e-05	0.00311898267233	0.081936416185	0.119454545455	6	12	2.58496250072	3.58496250072
C8	69	0.000861744037897	0.00387123970399	652	9.44927536232	980	14.2028985507	0.222601570502	1.24079754601	0.217791411043	0.972392638037	0.911042944785	0.601226993865	-0.499381953028	0.000625193873918	0.262203990651	0.195348460292	0.496233022636	11	44	3.45943161864	5.45943161864
CAMSAP_CH	85	2.99518679167e-05	0.000134867697936	533	6.27058823529	743	8.74117647059	0.222083333333	1.17636022514	0.157598499062	0.996247654784	0.968105065666	0.80487804878	-0.207336523126	-8.60546379585e-05	0.0100367751143	0.124130081301	0.651533333333	32	32	5.0	5.0
