	length	avg_maf_all	avg_maf_altered	alter_num_aa	alter_num_aa_norm	alter_num_dna	alter_num_dna_norm	frac_alter	avg_poly	frac_poly_several	rare_poly_0.5%	rare_poly_0.05%	rare_poly_0.005%	BLOSUM_avg	weighted_BLOSUM_avg	pseudo_dNdS	SIFT	PolyPhen	num_genes	num_instances	num_genes_log2	num_instances_log2
Cadherin	93	0.000458806935763	0.00173341127257	17038	183.204301075	20441	219.795698925	0.264684407575	1.19468247447	0.172907618265	0.9851508393	0.951930977814	0.792229134875	-0.338098747237	-8.40690652174e-05	0.107338482941	0.193016485444	0.549814100316	143	864	7.15987133678	9.75488750216
Collagen	60	0.000514533974803	0.00216675621147	8105	135.083333333	9765	162.75	0.237467404998	1.20185070944	0.178531770512	0.982356570019	0.944108574954	0.737569401604	-0.880710399343	-0.00119042111097	0.114472969376	0.214871369295	0.344859610553	83	679	6.37503943135	9.40726776424
DUF1220	66	0.00109477396513	0.0431584225365	315	4.77272727273	514	7.78787878788	0.0253664036077	1.42857142857	0.304761904762	0.784126984127	0.650793650794	0.463492063492	-0.513333333333	-0.00134143457778	1.07050635362	0.235594405594	0.44872027972	27	307	4.75488750216	8.26209484537
EF-hand_1	29	0.000576288644002	0.00253969065206	1118	38.5517241379	1556	53.6551724138	0.22691292876	1.18962432916	0.165474060823	0.986583184258	0.95885509839	0.833631484794	-0.214285714286	0.00173186294398	0.110987095223	0.134892141757	0.568900616333	100	178	6.64385618977	7.47573343097
EF-hand_7	71	0.00038040460509	0.00149182550955	2094	29.4929577465	2952	41.5774647887	0.254992693619	1.2029608405	0.176217765043	0.990448901624	0.965616045845	0.831900668577	-0.296943231441	1.94032969432e-06	0.0716958235387	0.146236252546	0.545728309572	105	127	6.71424551767	6.98868468677
EGF	32	0.000301859565352	0.00117210609854	4323	135.09375	6256	195.5	0.25753604194	1.21374045802	0.189683090446	0.984732824427	0.946564885496	0.759426324312	-0.604535925291	-0.000229346911187	0.0734863525185	0.204319721308	0.524271337333	162	721	7.33985000288	9.49385544924
EGF_2	32	0.000243320939747	0.000953921754386	1596	49.875	2249	70.28125	0.255074316765	1.19235588972	0.176691729323	0.983709273183	0.943609022556	0.751253132832	-0.75880189175	-0.000168945355229	0.0615773516736	0.173070316694	0.548777241009	103	308	6.68650052718	8.26678654069
EGF_CA	42	0.000617139863043	0.00225752951889	4527	107.785714286	6552	156.0	0.273369565217	1.21802518224	0.19173845814	0.981002871659	0.949414623371	0.77446432516	-0.483496554226	0.000320504958832	0.150785324128	0.199142751342	0.55258563229	111	459	6.79441586635	8.84235034341
FXa_inhibition	36	0.000333022995562	0.00121360401617	1484	41.2222222222	2148	59.6666666667	0.274408284024	1.23045822102	0.1974393531	0.987870619946	0.954177897574	0.766172506739	-0.584884994524	2.39759841183e-05	0.0499754379254	0.191217877095	0.496991061453	64	163	6.0	7.34872815423
HLH	55	4.45032170812e-05	0.000248638479106	1029	18.7090909091	1378	25.0545454545	0.178987650026	1.14285714286	0.12925170068	0.99416909621	0.975704567541	0.835762876579	-0.277210884354	8.91160238095e-05	0.0229676875893	0.079974137931	0.786563793103	113	113	6.82017896242	6.82017896242
Helicase_C	111	0.000132830568457	0.000684379970065	2305	20.7657657658	3158	28.4504504505	0.194088918828	1.18698481562	0.169631236443	0.991323210412	0.969631236443	0.845119305857	-0.24269005848	0.000278795019737	0.0545206571514	0.117283479588	0.622680834915	129	130	7.01122725542	7.02236781303
Homeobox	57	0.000101068732159	0.000589761529972	2519	44.1929824561	3545	62.1929824561	0.171372202191	1.19690353315	0.172687574434	0.996427153632	0.979356887654	0.85033743549	-0.398009950249	0.000507740434163	0.0527168384123	0.0701594613749	0.759463903282	263	293	8.03891898929	8.19475685442
I-set	90	0.000400757701146	0.00141563032872	19886	220.955555556	28262	314.022222222	0.283094882198	1.2093935432	0.186261691642	0.985215729659	0.953987730061	0.782057729056	-0.328814968815	-3.36635520374e-05	0.100352636105	0.211458445618	0.559203621861	232	838	7.85798099513	9.7108064337
IQ	21	0.000579279750273	0.00186385800351	855	40.7142857143	1229	58.5238095238	0.310796074155	1.27134502924	0.237426900585	0.991812865497	0.950877192982	0.726315789474	-0.422263109476	0.00155920410948	0.198903616516	0.181677852349	0.533253116012	62	132	5.95419631039	7.04439411936
Ig_2	79	0.000513252986668	0.0018285876602	12169	154.037974684	17440	220.759493671	0.280682735555	1.22253266497	0.194757169858	0.981181691183	0.948393458789	0.778782151368	-0.393694965383	-0.000124283954325	0.123008946986	0.21699234579	0.537932325084	345	738	8.43045255167	9.52747700606
Ig_3	79	0.000392162258814	0.00137712311688	15152	191.797468354	21622	273.696202532	0.284769207638	1.21495512144	0.188093980993	0.985480464625	0.9535374868	0.785572861668	-0.3825302841	-0.000172378362078	0.101381388834	0.211854425256	0.554807666076	249	753	7.96000193207	9.55650605467
Ion_trans	245	0.000108104285664	0.000631232152749	6874	28.0571428571	8045	32.8367346939	0.171259155912	1.16467849869	0.146639511202	0.992289787605	0.970322956066	0.814082048298	-0.151511366475	0.000545760868224	0.0313844617051	0.152423081833	0.628308438657	114	182	6.83289001416	7.5077946402
KRAB	42	0.000296740564651	0.00122107809208	3975	94.6428571429	5316	126.571428571	0.24301522284	1.1665408805	0.150188679245	0.987672955975	0.958238993711	0.819119496855	-0.466896700453	-0.000163578873733	0.121436608347	0.146283646234	0.578532199546	427	433	8.73809225962	8.75822321473
Kelch_1	46	8.70662213382e-05	0.000379022146919	2743	59.6304347826	3804	82.6956521739	0.229712754376	1.17754283631	0.161137440758	0.995989792198	0.974480495808	0.818446955888	-0.396594427245	-0.000175591434365	0.0236367934557	0.19436579116	0.535052850737	74	271	6.20945336563	8.08214904135
Kelch_2	49	0.000125028781179	0.000536010785235	1341	27.3673469388	1948	39.7551020408	0.233257957906	1.20208799403	0.177479492916	0.994034302759	0.973900074571	0.820283370619	-0.415012406948	-0.000433641127792	0.037076799463	0.191595131326	0.548954516336	58	128	5.85798099513	7.0
Kelch_3	49	8.43143301231e-05	0.000382007844778	1398	28.5306122449	1945	39.693877551	0.220713609094	1.17310443491	0.158798283262	0.996423462089	0.976394849785	0.82904148784	-0.386585365854	-0.000253590567378	0.0265191276164	0.201542351454	0.552077749684	63	142	5.9772799235	7.1497471195
Kelch_6	50	0.000108082215744	0.000473627905231	1319	26.38	1833	36.66	0.228200692042	1.17589082638	0.160727824109	0.99393479909	0.97346474602	0.827899924185	-0.406834300451	-0.000532183520309	0.0429654231479	0.19384	0.572495333333	65	129	6.02236781303	7.01122725542
Keratin_B2_2	45	0.00204319360811	0.00698091149436	1596	35.4666666667	2360	52.4444444444	0.292682926829	1.25501253133	0.215538847118	0.93984962406	0.87656641604	0.665413533835	-1.12531203195	-0.00515041068372	0.202711967337	0.177931398417	0.128612664908	86	259	6.4262647547	8.01680828769
LIM	58	0.000232482687775	0.000955465902955	2267	39.0862068966	3188	54.9655172414	0.243318664806	1.20291133657	0.1786501985	0.991177767975	0.973533303926	0.827966475518	-0.424642464246	-0.000615180686285	0.048675310372	0.1328003003	0.658877627628	78	173	6.28540221886	7.43462822764
LRR_4	43	0.000215539248036	0.000986112811297	1558	36.2325581395	2147	49.9302325581	0.218574635241	1.1810012837	0.160462130937	0.991655969191	0.95892169448	0.801026957638	-0.313586956522	-0.00110362108207	0.108769442454	0.202109938923	0.548624097723	128	183	7.0	7.51569983828
LRR_8	61	0.000225686549085	0.000997068557016	7226	118.459016393	10083	165.295081967	0.226350081443	1.19803487407	0.173263216164	0.988928867977	0.955438693606	0.781621920841	-0.343074968234	-0.000388230004794	0.0630537447283	0.212770885029	0.516342786246	215	578	7.74819284959	9.1749256825
Laminin_EGF	49	0.000481592281628	0.00157754012252	2775	56.6326530612	4057	82.7959183673	0.305280528053	1.24396396396	0.213333333333	0.982342342342	0.947387387387	0.756036036036	-0.764774044032	9.94889901506e-05	0.0481452556108	0.162622999407	0.597741849437	34	209	5.08746284125	7.70735913208
Laminin_G_2	126	0.000284387178915	0.00108876114598	3206	25.4444444444	4576	36.3174603175	0.261202541959	1.20929507174	0.184965689333	0.985963817842	0.949781659389	0.765751715533	-0.354913592984	-0.000256456488264	0.082286307079	0.223460933403	0.517690613529	44	111	5.45943161864	6.79441586635
Ldl_recept_a	37	0.000358726325739	0.00131583510939	2130	57.5675675676	3045	82.2972972973	0.272622552157	1.22535211268	0.195305164319	0.98779342723	0.959154929577	0.799061032864	-0.520689655172	0.00078215871341	0.0674195249195	0.221431364881	0.563728979273	43	212	5.4262647547	7.72792045456
Ldl_recept_b	42	0.000205001084459	0.000799367562	1500	35.7142857143	2163	51.5	0.256454094717	1.212	0.191333333333	0.994	0.966	0.828	-0.18701870187	0.000382853694169	0.0259001725087	0.175919732441	0.597065774805	14	142	3.80735492206	7.1497471195
Lectin_C	108	0.000537787589902	0.0022227997	3220	29.8148148148	4462	41.3148148148	0.241941543317	1.20279503106	0.177639751553	0.983229813665	0.944099378882	0.791304347826	-0.507616834495	0.000127887922153	0.128124004219	0.199890380926	0.547115197404	90	142	6.49185309633	7.1497471195
MFS_1	353	0.000349596095508	0.00126898002172	10266	29.0821529745	14662	41.5354107649	0.275493774152	1.20533800896	0.182154685369	0.988700564972	0.955386713423	0.795149035652	-0.414498141264	0.000187990963189	0.10712314803	0.188639800582	0.56173161612	114	114	6.83289001416	6.83289001416
Mito_carr	97	0.000291298959617	0.00108528784119	3948	40.7010309278	5617	57.9072164948	0.268407097695	1.20997973658	0.18515704154	0.989614994934	0.962006079027	0.806990881459	-0.437931756332	7.43961783546e-05	0.0820231969641	0.182299674267	0.530568512486	58	164	5.85798099513	7.35755200462
Nebulin	29	0.000446812666529	0.00150063366436	1442	49.724137931	1955	67.4137931034	0.297749328928	1.17891816921	0.158807212205	0.984049930652	0.952843273232	0.785714285714	-0.244705882353	-0.000164556837353	0.12333398517	0.188531722054	0.693670694864	4	168	2.0	7.39231742278
PDZ	82	0.000273104782574	0.00110702112476	4601	56.1097560976	6567	80.0853658537	0.246702412869	1.20778091719	0.180830254293	0.991740925886	0.961964790263	0.797435340143	-0.215583948173	0.000139954023394	0.0859995748711	0.128969318391	0.688572872634	144	250	7.16992500144	7.96578428466
PH	105	0.000166931704302	0.000760750062592	5432	51.7333333333	7592	72.3047619048	0.219430418097	1.20066273932	0.177098674521	0.993372606775	0.973858615611	0.826215022091	-0.314934069304	2.47903941276e-05	0.0320940971515	0.159232587457	0.601009454775	234	264	7.87036471958	8.04439411936
PHD	52	6.92668616957e-05	0.000497226435971	695	13.3653846154	934	17.9615384615	0.139306474243	1.15251798561	0.139568345324	0.994244604317	0.979856115108	0.854676258993	-0.232209737828	-0.000129428677903	0.0494087399382	0.160639147803	0.621058154235	87	123	6.44294349585	6.94251450534
Pkinase	264	0.000128804789677	0.000642715451921	24314	92.0984848485	33529	127.003787879	0.200407177534	1.181706013	0.162704614625	0.993707329111	0.974747059307	0.844904170437	-0.280001392176	7.87964033424e-05	0.0412063068863	0.1435947525	0.618391926896	491	504	8.93957921431	8.9772799235
Pkinase_Tyr	260	0.000120283128877	0.000598236866686	23801	91.5423076923	32868	126.415384615	0.201062715415	1.18238729465	0.162766270325	0.993949834041	0.974790975169	0.845048527373	-0.284805628598	0.000111892244966	0.0392689374824	0.144029550525	0.616041853293	481	494	8.90989308377	8.94836723158
Plectin	41	0.000430846718618	0.00125683729227	893	21.7804878049	1406	34.2926829268	0.342802303263	1.27883538634	0.248600223964	0.982082866741	0.930571108623	0.684210526316	-0.344133099825	0.000329674707531	0.196219224744	0.148301056338	0.68198415493	8	130	3.0	7.02236781303
RCC1	50	0.000150020669011	0.000768891512334	1054	21.08	1414	28.28	0.19511292114	1.15559772296	0.145161290323	0.988614800759	0.96394686907	0.852941176471	-0.343185550082	-0.000266945070608	0.0252478988111	0.206089906701	0.552165394402	21	114	4.39231742278	6.83289001416
RRM_1	70	0.000103160511633	0.000726900355191	3477	49.6714285714	4586	65.5142857143	0.141918367347	1.13747483463	0.12395743457	0.993097497843	0.976991659477	0.869140063273	-0.0596713021492	0.000419876115297	0.0659549805445	0.152240041386	0.56411012987	228	384	7.83289001416	8.58496250072
Ras	162	0.000133737601278	0.000705886544495	4832	29.8271604938	6630	40.9259259259	0.189460476788	1.17094370861	0.151697019868	0.992963576159	0.973716887417	0.856995033113	-0.238600212089	-5.91075244786e-05	0.0562490077367	0.166654525587	0.550235261909	165	165	7.36632221425	7.36632221425
Roc	120	9.93476902879e-05	0.000563879656731	2986	24.8833333333	4061	33.8416666667	0.176185980647	1.16409912927	0.147019423979	0.992967180174	0.977561955794	0.864367046216	-0.240218642117	8.99476225547e-05	0.0525756086511	0.149878662326	0.593529376855	157	157	7.29462074889	7.29462074889
SAM_1	64	0.000163020217868	0.000731165420069	1445	22.578125	2045	31.953125	0.222959419843	1.21038062284	0.187543252595	0.99169550173	0.970934256055	0.826297577855	-0.328187535735	-0.000460188230132	0.0363305614371	0.163020527859	0.625109090909	93	105	6.53915881111	6.71424551767
SAM_2	66	0.000154271435486	0.000684465163373	1518	23.0	2134	32.3333333333	0.225389755011	1.20355731225	0.176548089592	0.991436100132	0.969038208169	0.816864295125	-0.334975369458	-0.000525412614395	0.0377236181046	0.159415401911	0.629770657673	88	108	6.45943161864	6.75488750216
SH2	77	0.000176989427292	0.000798310954766	1857	24.1168831169	2596	33.7142857143	0.22170487106	1.18901453958	0.166935918148	0.992999461497	0.973613354873	0.834141087776	-0.365942028986	-0.000127515410553	0.0999382544979	0.156734883721	0.626842325581	106	117	6.72792045456	6.87036471958
SH3_1	48	0.000139943658485	0.000620904025599	2461	51.2708333333	3502	72.9583333333	0.225386940196	1.20398212109	0.176351076798	0.991466883381	0.968711905729	0.822429906542	-0.350320620992	-4.68661927101e-05	0.0421136817645	0.144458753916	0.643945701357	190	243	7.56985560833	7.92481250361
SH3_2	55	9.87413247538e-05	0.000444584721868	2977	54.1272727273	4190	76.1818181818	0.222097881229	1.20020154518	0.176352032247	0.99294591871	0.971447766208	0.826671145448	-0.28631402183	7.13918611811e-05	0.037665107027	0.139427173287	0.640694588371	191	257	7.57742882804	8.00562454919
SH3_9	49	9.82458010793e-05	0.000449792869961	2307	47.0816326531	3290	67.1428571429	0.218424540807	1.20416124837	0.176419592544	0.990897269181	0.967923710446	0.819679237104	-0.298776097912	-0.000200940924766	0.0256405703865	0.134834756777	0.653899368734	172	225	7.4262647547	7.81378119122
SPRY	120	0.000256318611518	0.00105685674745	2451	20.425	3450	28.75	0.24252919058	1.20767033864	0.185638514892	0.986128110975	0.951040391677	0.787841697266	-0.510810810811	-0.000329914967736	0.0985429806042	0.187114047288	0.569844923505	113	120	6.82017896242	6.90689059561
Spectrin	105	0.000362567650783	0.00138358388416	7666	73.0095238095	10823	103.076190476	0.262049634238	1.21954082964	0.190973128098	0.988390294808	0.95734411688	0.792721106183	-0.293614290298	0.000103928794898	0.110083945828	0.203758695652	0.527109456522	24	280	4.58496250072	8.12928301694
Sushi	56	0.000629859578025	0.00225944620509	4993	89.1607142857	7102	126.821428571	0.27876723801	1.21670338474	0.186260765071	0.979971960745	0.940516723413	0.795914279992	-0.534650205761	0.000774140608889	0.180733207008	0.22759851802	0.527285954867	71	360	6.1497471195	8.49185309633
TPR_1	34	4.682057434e-05	0.000258862023047	781	22.9705882353	1028	30.2352941176	0.180870773506	1.15108834827	0.140845070423	0.991037131882	0.962868117798	0.842509603073	-0.110122358176	7.4380689099e-05	0.0466797466854	0.164832756632	0.570720876586	71	135	6.1497471195	7.07681559705
TSP_1	49	0.00048092144395	0.00167721353578	2320	47.3469387755	3378	68.9387755102	0.286738351254	1.23577586207	0.206034482759	0.988362068966	0.961637931034	0.775	-0.708405999302	0.000207377595047	0.118637082995	0.184442044636	0.575964722822	59	178	5.88264304936	7.47573343097
Trypsin	221	0.000661800496608	0.00215856970728	7953	35.9864253394	11624	52.5972850679	0.306592135698	1.2304790645	0.201307682635	0.981516408902	0.942411668553	0.757952973721	-0.553954629062	-0.000124403795882	0.126741942616	0.186762956669	0.561737116695	130	137	7.02236781303	7.09803208296
V-set	109	0.000935805843637	0.00295700659041	9634	88.3853211009	16654	152.788990826	0.316470665528	1.41924434295	0.275378866514	0.974984430143	0.933257214034	0.741125181648	-0.518686462371	-0.000512841337417	0.232258046961	0.197160315163	0.464703854111	360	388	8.49185309633	8.59991284219
VWA	175	0.000402709435121	0.0014157818757	4827	27.5828571429	6990	39.9428571429	0.284443134944	1.22353428631	0.19577377253	0.984255230992	0.948622332712	0.747462191838	-0.290890619709	-9.18627116492e-06	0.108273375661	0.186037780966	0.587930349991	71	115	6.1497471195	6.84549005094
VWA_2	107	0.000374958566997	0.0013981271031	2706	25.2897196262	3874	36.2056074766	0.268186323092	1.21470805617	0.184774575018	0.985218033999	0.950110864745	0.756097560976	-0.313964101004	0.000189247058868	0.108906028912	0.189332220367	0.590114169534	82	120	6.35755200462	6.90689059561
WD40	38	0.000151203103676	0.000754948202353	2550	67.1052631579	3517	92.5526315789	0.200282752121	1.18666666667	0.168235294118	0.990196078431	0.974509803922	0.847450980392	-0.349306014541	0.000922047104594	0.0777523579324	0.160785375762	0.589730795377	151	349	7.23840473933	8.44708322621
cEGF	24	0.000571142143185	0.00201430866833	1604	66.8333333333	2264	94.3333333333	0.2835425137	1.20199501247	0.178927680798	0.983790523691	0.948877805486	0.778054862843	-0.421680497925	8.83521784224e-08	0.120386312696	0.202684350133	0.538629177719	55	241	5.78135971352	7.91288933623
fn3	85	0.000361764571367	0.00128702663639	15008	176.564705882	21365	251.352941176	0.281085535557	1.20955490405	0.185700959488	0.987739872068	0.95802238806	0.790911513859	-0.388035035531	0.000448392992811	0.115586695744	0.215260238584	0.524234712038	155	761	7.27612440527	9.5717526435
hEGF	22	0.000423188568887	0.00176110236205	743	33.7727272727	1082	49.1818181818	0.240297542044	1.20726783311	0.184387617766	0.986541049798	0.958277254374	0.765814266487	-0.580824972129	-0.00053972590524	0.125004095625	0.18072234763	0.578616252822	52	199	5.70043971814	7.63662462054
ig	87	0.000554285961455	0.00195961709991	17957	206.402298851	25844	297.057471264	0.282854217532	1.21846633625	0.192237010637	0.982291028568	0.948320989029	0.777357019547	-0.380484460695	-0.000219186747372	0.139859455882	0.219371852494	0.533548192771	399	979	8.64024493622	9.9351650496
zf-B_box	42	0.000243225997956	0.00118499152632	703	16.7380952381	974	23.1904761905	0.205255474453	1.19487908962	0.172119487909	0.980085348506	0.950213371266	0.795163584637	-0.422619047619	-0.000582500183333	0.0733674542802	0.213545232274	0.493202933985	117	123	6.87036471958	6.94251450534
zf-C2H2	23	0.000315744080213	0.0012552972258	24876	1081.56521739	33723	1466.2173913	0.251529338012	1.20091654607	0.178967679691	0.987819585142	0.960564399421	0.821474513587	-0.56996050077	-6.12622059818e-05	0.0941822253554	0.185908768947	0.601355003187	695	4608	9.44086916761	12.1699250014
zf-C2H2_4	24	0.000128196716906	0.000565553854002	1137	47.375	1553	64.7083333333	0.226674641148	1.18205804749	0.158311345646	0.98944591029	0.965699208443	0.824978012313	-0.633928571429	-0.000372382785714	0.0603928806625	0.168070038911	0.65373540856	162	218	7.33985000288	7.76818432478
zf-C2H2_6	27	0.000237809382568	0.000937009618493	1287	47.6666666667	1753	64.9259259259	0.253796095445	1.20202020202	0.176379176379	0.985236985237	0.95337995338	0.811188811189	-0.581771170006	-0.000224254994505	0.0715183014948	0.17593728698	0.591836845683	164	220	7.35755200462	7.78135971352
zf-C3HC4	41	0.000216413052735	0.0011592025894	1717	41.8780487805	2308	56.2926829268	0.186691312384	1.15550378567	0.143273150844	0.988351776354	0.966220151427	0.815375655213	-0.520665322581	0.00132452642591	0.0512147113661	0.156116048092	0.629693506494	295	299	8.20457114425	8.2240016742
zf-C3HC4_2	40	0.000144081611129	0.000733783710098	1228	30.7	1622	40.55	0.196354333227	1.14983713355	0.14006514658	0.991042345277	0.971498371336	0.82328990228	-0.468838526912	0.000938434054533	0.0301011921987	0.162974169742	0.648717629846	222	225	7.79441586635	7.81378119122
zf-C3HC4_3	50	0.000157517427413	0.000808123389736	1442	28.84	1970	39.4	0.194917545283	1.18307905687	0.162968099861	0.98959778086	0.96879334258	0.812066574202	-0.497069167644	0.00104370851583	0.0402557024315	0.161596587447	0.612140181269	206	211	7.68650052718	7.72109918871
zf-C3HC4_4	42	0.000421150046238	0.00222617492492	626	14.9047619048	817	19.4523809524	0.189181021457	1.1517571885	0.138977635783	0.985623003195	0.963258785942	0.784345047923	-0.671289875173	0.000562610653259	0.135230391606	0.182760115607	0.584893063584	133	135	7.0552824355	7.07681559705
zf-H2C2_2	26	0.000262313988397	0.000997664915827	7342	282.384615385	9829	378.038461538	0.262927947285	1.18373740125	0.163988014165	0.990738218469	0.966766548624	0.831381095069	-0.614428719365	2.63225735819e-05	0.115274260044	0.153584469328	0.662846397274	428	1135	8.7414669864	10.1484765822
zf-RING_2	44	0.000207091969173	0.0010742708589	1382	31.4090909091	1844	41.9090909091	0.192774445529	1.15557163531	0.138205499276	0.991316931983	0.972503617945	0.816931982634	-0.474639949906	0.000260775175955	0.0740824419663	0.149713728042	0.666115558425	223	225	7.80089989992	7.81378119122
zf-RING_5	44	0.000114408246192	0.000585098693841	1104	25.0909090909	1500	34.0909090909	0.195536663124	1.18025362319	0.161231884058	0.989130434783	0.967391304348	0.809782608696	-0.498848810437	0.000815244504221	0.0306655828168	0.156253943218	0.638873028391	180	183	7.49185309633	7.51569983828
zf-RING_UBOX	38	8.83250689271e-05	0.000465875804366	1191	31.3421052632	1588	41.7894736842	0.18958930277	1.15533165407	0.143576826196	0.991603694374	0.96725440806	0.8026868178	-0.526162790698	0.000190362326308	0.014964708896	0.168113207547	0.619431886228	236	238	7.88264304936	7.89481776331
