	X	bind_num	domain	domain_len	hits_frac	hits_num	ligand	method
38	10	12	ANAPC3	82	0.2	2.0	peptide	jsd_100way_instances_major_ratio
39	10	12	ANAPC3	82	0.3	3.0	peptide	jsd_100way_aa_not_used_ratio
40	10	12	ANAPC3	82	0.4	4.0	peptide	jsd_mul_aa_ref_SE
41	10	12	ANAPC3	82	0.3	3.0	peptide	jsd_SE_diff_ratio
42	10	12	ANAPC3	82	0.5	5.0	peptide	SE_jsd_diff_ratio
43	10	12	ANAPC3	82	0.1	1.0	peptide	jsds_ratio
44	10	12	ANAPC3	82	0.5	5.0	peptide	jsds_subtraction
45	10	12	ANAPC3	82	0.2	2.0	max	instances_individuals_change_ratio
46	10	12	ANAPC3	82	0.2	2.0	max	aa_ref_overlap_individuals_change_ratio
47	10	12	ANAPC3	82	0.2	2.0	max	jsd_100way_instances_major_ratio
48	10	12	ANAPC3	82	0.3	3.0	max	jsd_100way_aa_not_used_ratio
49	10	12	ANAPC3	82	0.4	4.0	max	jsd_mul_aa_ref_SE
50	10	12	ANAPC3	82	0.3	3.0	max	jsd_SE_diff_ratio
51	10	12	ANAPC3	82	0.5	5.0	max	SE_jsd_diff_ratio
52	10	12	ANAPC3	82	0.1	1.0	max	jsds_ratio
53	10	12	ANAPC3	82	0.5	5.0	max	jsds_subtraction
54	10	7	Acyl-CoA_dh_M	97	0.285714285714	2.0	ion	instances_individuals_change_ratio
55	10	7	Acyl-CoA_dh_M	97	0.142857142857	1.0	ion	aa_ref_overlap_individuals_change_ratio
56	10	7	Acyl-CoA_dh_M	97	0.0	0.0	ion	jsd_100way_instances_major_ratio
57	10	7	Acyl-CoA_dh_M	97	0.0	0.0	ion	jsd_100way_aa_not_used_ratio
58	10	7	Acyl-CoA_dh_M	97	0.285714285714	2.0	ion	jsd_mul_aa_ref_SE
59	10	7	Acyl-CoA_dh_M	97	0.285714285714	2.0	ion	jsd_SE_diff_ratio
60	10	7	Acyl-CoA_dh_M	97	0.285714285714	2.0	ion	SE_jsd_diff_ratio
61	10	7	Acyl-CoA_dh_M	97	0.0	0.0	ion	jsds_ratio
62	10	7	Acyl-CoA_dh_M	97	0.142857142857	1.0	ion	jsds_subtraction
63	10	7	Acyl-CoA_dh_M	97	0.285714285714	2.0	max	instances_individuals_change_ratio
64	10	7	Acyl-CoA_dh_M	97	0.142857142857	1.0	max	aa_ref_overlap_individuals_change_ratio
65	10	7	Acyl-CoA_dh_M	97	0.0	0.0	max	jsd_100way_instances_major_ratio
66	10	7	Acyl-CoA_dh_M	97	0.0	0.0	max	jsd_100way_aa_not_used_ratio
67	10	7	Acyl-CoA_dh_M	97	0.285714285714	2.0	max	jsd_mul_aa_ref_SE
68	10	7	Acyl-CoA_dh_M	97	0.285714285714	2.0	max	jsd_SE_diff_ratio
69	10	7	Acyl-CoA_dh_M	97	0.285714285714	2.0	max	SE_jsd_diff_ratio
70	10	7	Acyl-CoA_dh_M	97	0.0	0.0	max	jsds_ratio
71	10	7	Acyl-CoA_dh_M	97	0.142857142857	1.0	max	jsds_subtraction
72	10	4	Ank	32	0.5	2.0	rna	instances_individuals_change_ratio
73	10	4	Ank	32	0.5	2.0	rna	aa_ref_overlap_individuals_change_ratio
74	10	4	Ank	32	0.75	3.0	rna	jsd_100way_instances_major_ratio
75	10	4	Ank	32	0.75	3.0	rna	jsd_100way_aa_not_used_ratio
76	10	4	Ank	32	0.75	3.0	rna	jsd_mul_aa_ref_SE
77	10	4	Ank	32	0.75	3.0	rna	jsd_SE_diff_ratio
78	10	4	Ank	32	0.75	3.0	rna	SE_jsd_diff_ratio
79	10	4	Ank	32	0.0	0.0	rna	jsds_ratio
80	10	4	Ank	32	0.75	3.0	rna	jsds_subtraction
81	10	3	Ank	32	0.666666666667	2.0	rnabase	instances_individuals_change_ratio
82	10	3	Ank	32	0.666666666667	2.0	rnabase	aa_ref_overlap_individuals_change_ratio
83	10	3	Ank	32	1.0	3.0	rnabase	jsd_100way_instances_major_ratio
84	10	3	Ank	32	1.0	3.0	rnabase	jsd_100way_aa_not_used_ratio
85	10	3	Ank	32	1.0	3.0	rnabase	jsd_mul_aa_ref_SE
86	10	3	Ank	32	1.0	3.0	rnabase	jsd_SE_diff_ratio
87	10	3	Ank	32	1.0	3.0	rnabase	SE_jsd_diff_ratio
88	10	3	Ank	32	0.0	0.0	rnabase	jsds_ratio
89	10	3	Ank	32	1.0	3.0	rnabase	jsds_subtraction
90	10	2	Ank	32	0.5	1.0	rnabackbone	instances_individuals_change_ratio
91	10	2	Ank	32	0.5	1.0	rnabackbone	aa_ref_overlap_individuals_change_ratio
92	10	2	Ank	32	0.5	1.0	rnabackbone	jsd_100way_instances_major_ratio
93	10	2	Ank	32	0.5	1.0	rnabackbone	jsd_100way_aa_not_used_ratio
94	10	2	Ank	32	0.5	1.0	rnabackbone	jsd_mul_aa_ref_SE
95	10	2	Ank	32	0.5	1.0	rnabackbone	jsd_SE_diff_ratio
96	10	2	Ank	32	0.5	1.0	rnabackbone	SE_jsd_diff_ratio
97	10	2	Ank	32	0.0	0.0	rnabackbone	jsds_ratio
98	10	2	Ank	32	0.5	1.0	rnabackbone	jsds_subtraction
99	10	5	Ank	32	0.6	3.0	peptide	instances_individuals_change_ratio
100	10	5	Ank	32	0.6	3.0	peptide	aa_ref_overlap_individuals_change_ratio
101	10	5	Ank	32	1.0	5.0	peptide	jsd_100way_instances_major_ratio
102	10	5	Ank	32	1.0	5.0	peptide	jsd_100way_aa_not_used_ratio
103	10	5	Ank	32	1.0	5.0	peptide	jsd_mul_aa_ref_SE
104	10	5	Ank	32	1.0	5.0	peptide	jsd_SE_diff_ratio
105	10	5	Ank	32	1.0	5.0	peptide	SE_jsd_diff_ratio
106	10	5	Ank	32	0.0	0.0	peptide	jsds_ratio
107	10	5	Ank	32	1.0	5.0	peptide	jsds_subtraction
108	10	4	Ank	32	0.0	0.0	ion	instances_individuals_change_ratio
109	10	4	Ank	32	0.0	0.0	ion	aa_ref_overlap_individuals_change_ratio
110	10	4	Ank	32	0.0	0.0	ion	jsd_100way_instances_major_ratio
111	10	4	Ank	32	0.0	0.0	ion	jsd_100way_aa_not_used_ratio
112	10	4	Ank	32	0.0	0.0	ion	jsd_mul_aa_ref_SE
113	10	4	Ank	32	0.0	0.0	ion	jsd_SE_diff_ratio
114	10	4	Ank	32	0.0	0.0	ion	SE_jsd_diff_ratio
115	10	4	Ank	32	1.0	4.0	ion	jsds_ratio
116	10	4	Ank	32	0.0	0.0	ion	jsds_subtraction
117	10	7	Ank	32	0.428571428571	3.0	metabolite	instances_individuals_change_ratio
118	10	7	Ank	32	0.428571428571	3.0	metabolite	aa_ref_overlap_individuals_change_ratio
119	10	7	Ank	32	0.714285714286	5.0	metabolite	jsd_100way_instances_major_ratio
120	10	7	Ank	32	0.714285714286	5.0	metabolite	jsd_100way_aa_not_used_ratio
121	10	7	Ank	32	0.714285714286	5.0	metabolite	jsd_mul_aa_ref_SE
122	10	7	Ank	32	0.714285714286	5.0	metabolite	jsd_SE_diff_ratio
123	10	7	Ank	32	0.714285714286	5.0	metabolite	SE_jsd_diff_ratio
124	10	7	Ank	32	0.0	0.0	metabolite	jsds_ratio
125	10	7	Ank	32	0.714285714286	5.0	metabolite	jsds_subtraction
126	10	11	Ank	32	0.3	3.0	max	instances_individuals_change_ratio
127	10	11	Ank	32	0.3	3.0	max	aa_ref_overlap_individuals_change_ratio
128	10	11	Ank	32	0.5	5.0	max	jsd_100way_instances_major_ratio
129	10	11	Ank	32	0.5	5.0	max	jsd_100way_aa_not_used_ratio
130	10	11	Ank	32	0.5	5.0	max	jsd_mul_aa_ref_SE
131	10	11	Ank	32	0.5	5.0	max	jsd_SE_diff_ratio
132	10	11	Ank	32	0.5	5.0	max	SE_jsd_diff_ratio
133	10	11	Ank	32	0.4	4.0	max	jsds_ratio
134	10	11	Ank	32	0.5	5.0	max	jsds_subtraction
135	10	2	Ank_2	84	0.0	0.0	dna	instances_individuals_change_ratio
136	10	2	Ank_2	84	0.0	0.0	dna	aa_ref_overlap_individuals_change_ratio
137	10	2	Ank_2	84	0.0	0.0	dna	jsd_100way_instances_major_ratio
138	10	2	Ank_2	84	0.0	0.0	dna	jsd_100way_aa_not_used_ratio
139	10	2	Ank_2	84	0.0	0.0	dna	jsd_mul_aa_ref_SE
140	10	2	Ank_2	84	0.0	0.0	dna	jsd_SE_diff_ratio
141	10	2	Ank_2	84	0.0	0.0	dna	SE_jsd_diff_ratio
142	10	2	Ank_2	84	0.5	1.0	dna	jsds_ratio
143	10	2	Ank_2	84	0.0	0.0	dna	jsds_subtraction
144	10	2	Ank_2	84	0.0	0.0	dnabase	instances_individuals_change_ratio
145	10	2	Ank_2	84	0.0	0.0	dnabase	aa_ref_overlap_individuals_change_ratio
146	10	2	Ank_2	84	0.0	0.0	dnabase	jsd_100way_instances_major_ratio
147	10	2	Ank_2	84	0.0	0.0	dnabase	jsd_100way_aa_not_used_ratio
148	10	2	Ank_2	84	0.0	0.0	dnabase	jsd_mul_aa_ref_SE
149	10	2	Ank_2	84	0.0	0.0	dnabase	jsd_SE_diff_ratio
150	10	2	Ank_2	84	0.0	0.0	dnabase	SE_jsd_diff_ratio
151	10	2	Ank_2	84	0.5	1.0	dnabase	jsds_ratio
152	10	2	Ank_2	84	0.0	0.0	dnabase	jsds_subtraction
153	10	2	Ank_2	84	0.0	0.0	dnabackbone	instances_individuals_change_ratio
154	10	2	Ank_2	84	0.0	0.0	dnabackbone	aa_ref_overlap_individuals_change_ratio
155	10	2	Ank_2	84	0.0	0.0	dnabackbone	jsd_100way_instances_major_ratio
156	10	2	Ank_2	84	0.0	0.0	dnabackbone	jsd_100way_aa_not_used_ratio
157	10	2	Ank_2	84	0.0	0.0	dnabackbone	jsd_mul_aa_ref_SE
158	10	2	Ank_2	84	0.0	0.0	dnabackbone	jsd_SE_diff_ratio
159	10	2	Ank_2	84	0.0	0.0	dnabackbone	SE_jsd_diff_ratio
160	10	2	Ank_2	84	0.5	1.0	dnabackbone	jsds_ratio
161	10	2	Ank_2	84	0.0	0.0	dnabackbone	jsds_subtraction
162	10	7	Ank_2	84	0.285714285714	2.0	rna	instances_individuals_change_ratio
163	10	7	Ank_2	84	0.285714285714	2.0	rna	aa_ref_overlap_individuals_change_ratio
164	10	7	Ank_2	84	0.428571428571	3.0	rna	jsd_100way_instances_major_ratio
165	10	7	Ank_2	84	0.285714285714	2.0	rna	jsd_100way_aa_not_used_ratio
166	10	7	Ank_2	84	0.428571428571	3.0	rna	jsd_mul_aa_ref_SE
167	10	7	Ank_2	84	0.285714285714	2.0	rna	jsd_SE_diff_ratio
168	10	7	Ank_2	84	0.285714285714	2.0	rna	SE_jsd_diff_ratio
169	10	7	Ank_2	84	0.142857142857	1.0	rna	jsds_ratio
170	10	7	Ank_2	84	0.285714285714	2.0	rna	jsds_subtraction
171	10	5	Ank_2	84	0.4	2.0	rnabase	instances_individuals_change_ratio
172	10	5	Ank_2	84	0.4	2.0	rnabase	aa_ref_overlap_individuals_change_ratio
173	10	5	Ank_2	84	0.4	2.0	rnabase	jsd_100way_instances_major_ratio
174	10	5	Ank_2	84	0.4	2.0	rnabase	jsd_100way_aa_not_used_ratio
175	10	5	Ank_2	84	0.4	2.0	rnabase	jsd_mul_aa_ref_SE
176	10	5	Ank_2	84	0.4	2.0	rnabase	jsd_SE_diff_ratio
177	10	5	Ank_2	84	0.2	1.0	rnabase	SE_jsd_diff_ratio
178	10	5	Ank_2	84	0.2	1.0	rnabase	jsds_ratio
179	10	5	Ank_2	84	0.4	2.0	rnabase	jsds_subtraction
180	10	4	Ank_2	84	0.0	0.0	rnabackbone	instances_individuals_change_ratio
181	10	4	Ank_2	84	0.0	0.0	rnabackbone	aa_ref_overlap_individuals_change_ratio
182	10	4	Ank_2	84	0.25	1.0	rnabackbone	jsd_100way_instances_major_ratio
183	10	4	Ank_2	84	0.25	1.0	rnabackbone	jsd_100way_aa_not_used_ratio
184	10	4	Ank_2	84	0.25	1.0	rnabackbone	jsd_mul_aa_ref_SE
185	10	4	Ank_2	84	0.0	0.0	rnabackbone	jsd_SE_diff_ratio
186	10	4	Ank_2	84	0.25	1.0	rnabackbone	SE_jsd_diff_ratio
187	10	4	Ank_2	84	0.0	0.0	rnabackbone	jsds_ratio
188	10	4	Ank_2	84	0.0	0.0	rnabackbone	jsds_subtraction
189	10	16	Ank_2	84	0.3	3.0	peptide	instances_individuals_change_ratio
190	10	16	Ank_2	84	0.2	2.0	peptide	aa_ref_overlap_individuals_change_ratio
191	10	16	Ank_2	84	0.4	4.0	peptide	jsd_100way_instances_major_ratio
192	10	16	Ank_2	84	0.3	3.0	peptide	jsd_100way_aa_not_used_ratio
193	10	16	Ank_2	84	0.5	5.0	peptide	jsd_mul_aa_ref_SE
194	10	16	Ank_2	84	0.5	5.0	peptide	jsd_SE_diff_ratio
195	10	16	Ank_2	84	0.4	4.0	peptide	SE_jsd_diff_ratio
196	10	16	Ank_2	84	0.2	2.0	peptide	jsds_ratio
197	10	16	Ank_2	84	0.5	5.0	peptide	jsds_subtraction
198	10	4	Ank_2	84	0.25	1.0	ion	instances_individuals_change_ratio
199	10	4	Ank_2	84	0.25	1.0	ion	aa_ref_overlap_individuals_change_ratio
200	10	4	Ank_2	84	0.0	0.0	ion	jsd_100way_instances_major_ratio
201	10	4	Ank_2	84	0.0	0.0	ion	jsd_100way_aa_not_used_ratio
202	10	4	Ank_2	84	0.0	0.0	ion	jsd_mul_aa_ref_SE
203	10	4	Ank_2	84	0.0	0.0	ion	jsd_SE_diff_ratio
204	10	4	Ank_2	84	0.25	1.0	ion	SE_jsd_diff_ratio
205	10	4	Ank_2	84	0.25	1.0	ion	jsds_ratio
206	10	4	Ank_2	84	0.25	1.0	ion	jsds_subtraction
207	10	8	Ank_2	84	0.25	2.0	metabolite	instances_individuals_change_ratio
208	10	8	Ank_2	84	0.25	2.0	metabolite	aa_ref_overlap_individuals_change_ratio
209	10	8	Ank_2	84	0.25	2.0	metabolite	jsd_100way_instances_major_ratio
210	10	8	Ank_2	84	0.25	2.0	metabolite	jsd_100way_aa_not_used_ratio
211	10	8	Ank_2	84	0.25	2.0	metabolite	jsd_mul_aa_ref_SE
212	10	8	Ank_2	84	0.25	2.0	metabolite	jsd_SE_diff_ratio
213	10	8	Ank_2	84	0.125	1.0	metabolite	SE_jsd_diff_ratio
214	10	8	Ank_2	84	0.25	2.0	metabolite	jsds_ratio
215	10	8	Ank_2	84	0.25	2.0	metabolite	jsds_subtraction
216	10	23	Ank_2	84	0.4	4.0	max	instances_individuals_change_ratio
217	10	23	Ank_2	84	0.3	3.0	max	aa_ref_overlap_individuals_change_ratio
218	10	23	Ank_2	84	0.5	5.0	max	jsd_100way_instances_major_ratio
219	10	23	Ank_2	84	0.4	4.0	max	jsd_100way_aa_not_used_ratio
220	10	23	Ank_2	84	0.6	6.0	max	jsd_mul_aa_ref_SE
221	10	23	Ank_2	84	0.5	5.0	max	jsd_SE_diff_ratio
222	10	23	Ank_2	84	0.6	6.0	max	SE_jsd_diff_ratio
223	10	23	Ank_2	84	0.4	4.0	max	jsds_ratio
224	10	23	Ank_2	84	0.6	6.0	max	jsds_subtraction
225	10	5	Ank_3	31	0.8	4.0	rna	instances_individuals_change_ratio
226	10	5	Ank_3	31	0.6	3.0	rna	aa_ref_overlap_individuals_change_ratio
227	10	5	Ank_3	31	1.0	5.0	rna	jsd_100way_instances_major_ratio
228	10	5	Ank_3	31	1.0	5.0	rna	jsd_100way_aa_not_used_ratio
229	10	5	Ank_3	31	1.0	5.0	rna	jsd_mul_aa_ref_SE
230	10	5	Ank_3	31	1.0	5.0	rna	jsd_SE_diff_ratio
231	10	5	Ank_3	31	1.0	5.0	rna	SE_jsd_diff_ratio
232	10	5	Ank_3	31	0.0	0.0	rna	jsds_ratio
233	10	5	Ank_3	31	1.0	5.0	rna	jsds_subtraction
234	10	4	Ank_3	31	0.75	3.0	rnabase	instances_individuals_change_ratio
235	10	4	Ank_3	31	0.75	3.0	rnabase	aa_ref_overlap_individuals_change_ratio
236	10	4	Ank_3	31	1.0	4.0	rnabase	jsd_100way_instances_major_ratio
237	10	4	Ank_3	31	1.0	4.0	rnabase	jsd_100way_aa_not_used_ratio
238	10	4	Ank_3	31	1.0	4.0	rnabase	jsd_mul_aa_ref_SE
239	10	4	Ank_3	31	1.0	4.0	rnabase	jsd_SE_diff_ratio
240	10	4	Ank_3	31	1.0	4.0	rnabase	SE_jsd_diff_ratio
241	10	4	Ank_3	31	0.0	0.0	rnabase	jsds_ratio
242	10	4	Ank_3	31	1.0	4.0	rnabase	jsds_subtraction
243	10	2	Ank_3	31	1.0	2.0	rnabackbone	instances_individuals_change_ratio
244	10	2	Ank_3	31	0.5	1.0	rnabackbone	aa_ref_overlap_individuals_change_ratio
245	10	2	Ank_3	31	1.0	2.0	rnabackbone	jsd_100way_instances_major_ratio
246	10	2	Ank_3	31	1.0	2.0	rnabackbone	jsd_100way_aa_not_used_ratio
247	10	2	Ank_3	31	1.0	2.0	rnabackbone	jsd_mul_aa_ref_SE
248	10	2	Ank_3	31	1.0	2.0	rnabackbone	jsd_SE_diff_ratio
249	10	2	Ank_3	31	1.0	2.0	rnabackbone	SE_jsd_diff_ratio
250	10	2	Ank_3	31	0.0	0.0	rnabackbone	jsds_ratio
251	10	2	Ank_3	31	1.0	2.0	rnabackbone	jsds_subtraction
252	10	6	Ank_3	31	0.666666666667	4.0	peptide	instances_individuals_change_ratio
253	10	6	Ank_3	31	0.5	3.0	peptide	aa_ref_overlap_individuals_change_ratio
254	10	6	Ank_3	31	0.833333333333	5.0	peptide	jsd_100way_instances_major_ratio
255	10	6	Ank_3	31	0.833333333333	5.0	peptide	jsd_100way_aa_not_used_ratio
256	10	6	Ank_3	31	0.833333333333	5.0	peptide	jsd_mul_aa_ref_SE
257	10	6	Ank_3	31	0.833333333333	5.0	peptide	jsd_SE_diff_ratio
258	10	6	Ank_3	31	1.0	6.0	peptide	SE_jsd_diff_ratio
259	10	6	Ank_3	31	0.0	0.0	peptide	jsds_ratio
260	10	6	Ank_3	31	1.0	6.0	peptide	jsds_subtraction
261	10	5	Ank_3	31	0.0	0.0	ion	instances_individuals_change_ratio
262	10	5	Ank_3	31	0.4	2.0	ion	aa_ref_overlap_individuals_change_ratio
263	10	5	Ank_3	31	0.0	0.0	ion	jsd_100way_instances_major_ratio
264	10	5	Ank_3	31	0.0	0.0	ion	jsd_100way_aa_not_used_ratio
265	10	5	Ank_3	31	0.0	0.0	ion	jsd_mul_aa_ref_SE
266	10	5	Ank_3	31	0.0	0.0	ion	jsd_SE_diff_ratio
267	10	5	Ank_3	31	0.2	1.0	ion	SE_jsd_diff_ratio
268	10	5	Ank_3	31	0.6	3.0	ion	jsds_ratio
269	10	5	Ank_3	31	0.2	1.0	ion	jsds_subtraction
270	10	5	Ank_3	31	0.6	3.0	metabolite	instances_individuals_change_ratio
271	10	5	Ank_3	31	0.6	3.0	metabolite	aa_ref_overlap_individuals_change_ratio
272	10	5	Ank_3	31	0.8	4.0	metabolite	jsd_100way_instances_major_ratio
273	10	5	Ank_3	31	0.8	4.0	metabolite	jsd_100way_aa_not_used_ratio
274	10	5	Ank_3	31	0.8	4.0	metabolite	jsd_mul_aa_ref_SE
275	10	5	Ank_3	31	0.8	4.0	metabolite	jsd_SE_diff_ratio
276	10	5	Ank_3	31	0.8	4.0	metabolite	SE_jsd_diff_ratio
277	10	5	Ank_3	31	0.2	1.0	metabolite	jsds_ratio
278	10	5	Ank_3	31	0.8	4.0	metabolite	jsds_subtraction
279	10	11	Ank_3	31	0.4	4.0	max	instances_individuals_change_ratio
280	10	11	Ank_3	31	0.5	5.0	max	aa_ref_overlap_individuals_change_ratio
281	10	11	Ank_3	31	0.5	5.0	max	jsd_100way_instances_major_ratio
282	10	11	Ank_3	31	0.5	5.0	max	jsd_100way_aa_not_used_ratio
283	10	11	Ank_3	31	0.5	5.0	max	jsd_mul_aa_ref_SE
284	10	11	Ank_3	31	0.5	5.0	max	jsd_SE_diff_ratio
285	10	11	Ank_3	31	0.6	6.0	max	SE_jsd_diff_ratio
286	10	11	Ank_3	31	0.4	4.0	max	jsds_ratio
287	10	11	Ank_3	31	0.6	6.0	max	jsds_subtraction
288	10	1	Ank_4	55	0.0	0.0	dna	instances_individuals_change_ratio
289	10	1	Ank_4	55	0.0	0.0	dna	aa_ref_overlap_individuals_change_ratio
290	10	1	Ank_4	55	0.0	0.0	dna	jsd_100way_instances_major_ratio
291	10	1	Ank_4	55	0.0	0.0	dna	jsd_100way_aa_not_used_ratio
292	10	1	Ank_4	55	0.0	0.0	dna	jsd_mul_aa_ref_SE
293	10	1	Ank_4	55	0.0	0.0	dna	jsd_SE_diff_ratio
294	10	1	Ank_4	55	0.0	0.0	dna	SE_jsd_diff_ratio
295	10	1	Ank_4	55	0.0	0.0	dna	jsds_ratio
296	10	1	Ank_4	55	0.0	0.0	dna	jsds_subtraction
297	10	1	Ank_4	55	0.0	0.0	dnabase	instances_individuals_change_ratio
298	10	1	Ank_4	55	0.0	0.0	dnabase	aa_ref_overlap_individuals_change_ratio
299	10	1	Ank_4	55	0.0	0.0	dnabase	jsd_100way_instances_major_ratio
300	10	1	Ank_4	55	0.0	0.0	dnabase	jsd_100way_aa_not_used_ratio
301	10	1	Ank_4	55	0.0	0.0	dnabase	jsd_mul_aa_ref_SE
302	10	1	Ank_4	55	0.0	0.0	dnabase	jsd_SE_diff_ratio
303	10	1	Ank_4	55	0.0	0.0	dnabase	SE_jsd_diff_ratio
304	10	1	Ank_4	55	0.0	0.0	dnabase	jsds_ratio
305	10	1	Ank_4	55	0.0	0.0	dnabase	jsds_subtraction
306	10	1	Ank_4	55	0.0	0.0	dnabackbone	instances_individuals_change_ratio
307	10	1	Ank_4	55	0.0	0.0	dnabackbone	aa_ref_overlap_individuals_change_ratio
308	10	1	Ank_4	55	0.0	0.0	dnabackbone	jsd_100way_instances_major_ratio
309	10	1	Ank_4	55	0.0	0.0	dnabackbone	jsd_100way_aa_not_used_ratio
310	10	1	Ank_4	55	0.0	0.0	dnabackbone	jsd_mul_aa_ref_SE
311	10	1	Ank_4	55	0.0	0.0	dnabackbone	jsd_SE_diff_ratio
312	10	1	Ank_4	55	0.0	0.0	dnabackbone	SE_jsd_diff_ratio
313	10	1	Ank_4	55	0.0	0.0	dnabackbone	jsds_ratio
314	10	1	Ank_4	55	0.0	0.0	dnabackbone	jsds_subtraction
315	10	9	Ank_4	55	0.333333333333	3.0	rna	instances_individuals_change_ratio
316	10	9	Ank_4	55	0.222222222222	2.0	rna	aa_ref_overlap_individuals_change_ratio
317	10	9	Ank_4	55	0.444444444444	4.0	rna	jsd_100way_instances_major_ratio
318	10	9	Ank_4	55	0.333333333333	3.0	rna	jsd_100way_aa_not_used_ratio
319	10	9	Ank_4	55	0.555555555556	5.0	rna	jsd_mul_aa_ref_SE
320	10	9	Ank_4	55	0.444444444444	4.0	rna	jsd_SE_diff_ratio
321	10	9	Ank_4	55	0.555555555556	5.0	rna	SE_jsd_diff_ratio
322	10	9	Ank_4	55	0.0	0.0	rna	jsds_ratio
323	10	9	Ank_4	55	0.555555555556	5.0	rna	jsds_subtraction
324	10	8	Ank_4	55	0.375	3.0	rnabase	instances_individuals_change_ratio
325	10	8	Ank_4	55	0.25	2.0	rnabase	aa_ref_overlap_individuals_change_ratio
326	10	8	Ank_4	55	0.5	4.0	rnabase	jsd_100way_instances_major_ratio
327	10	8	Ank_4	55	0.375	3.0	rnabase	jsd_100way_aa_not_used_ratio
328	10	8	Ank_4	55	0.625	5.0	rnabase	jsd_mul_aa_ref_SE
329	10	8	Ank_4	55	0.5	4.0	rnabase	jsd_SE_diff_ratio
330	10	8	Ank_4	55	0.625	5.0	rnabase	SE_jsd_diff_ratio
331	10	8	Ank_4	55	0.0	0.0	rnabase	jsds_ratio
332	10	8	Ank_4	55	0.625	5.0	rnabase	jsds_subtraction
333	10	4	Ank_4	55	0.25	1.0	rnabackbone	instances_individuals_change_ratio
334	10	4	Ank_4	55	0.25	1.0	rnabackbone	aa_ref_overlap_individuals_change_ratio
335	10	4	Ank_4	55	0.5	2.0	rnabackbone	jsd_100way_instances_major_ratio
