	dna_max	dna_entropy	dna_thresh_25	dna_thresh_50	dna_thresh_75	dna_zthresh_above_0.5	dna_zthresh_above_1	dna_zthresh_above_2	dna_zthresh_above_3	rna_max	rna_entropy	rna_thresh_25	rna_thresh_50	rna_thresh_75	rna_zthresh_above_0.5	rna_zthresh_above_1	rna_zthresh_above_2	rna_zthresh_above_3	ion_max	ion_entropy	ion_thresh_25	ion_thresh_50	ion_thresh_75	ion_zthresh_above_0.5	ion_zthresh_above_1	ion_zthresh_above_2	ion_zthresh_above_3	peptide_max	peptide_entropy	peptide_thresh_25	peptide_thresh_50	peptide_thresh_75	peptide_zthresh_above_0.5	peptide_zthresh_above_1	peptide_zthresh_above_2	peptide_zthresh_above_3	sm_max	sm_entropy	sm_thresh_25	sm_thresh_50	sm_thresh_75	sm_zthresh_above_0.5	sm_zthresh_above_1	sm_zthresh_above_2	sm_zthresh_above_3	domain_length	avg_phastCons	avg_maf	avg_hindex	avg_positve_cnt	avg_clinvar	avg_protein_len	avg_solvent_acc
AA_permease_2	0.000218127228436	0.969797211683	0.886524822695	0.267139479905	0.0141843971631	0.0	0.0	0.0	0.0	0.000239459826844	0.973795110736	0.1536643026	0.00472813238771	0.0	0.0	0.0	0.0	0.0	0.00101020315196	0.86350044419	0.0307328605201	0.00945626477541	0.00236406619385	0.0	0.0	0.0	0.0	0.00398233067244	0.952337920319	1.0	0.425531914894	0.0378250591017	0.0	0.0	0.0	0.0	0.138019889593	0.721277036021	0.412470023981	0.184652278177	0.0791366906475	0.00959232613909	0.00479616306954	0.00479616306954	0.00479616306954	425.0	0.832759311033	0.000235077709673	0.957481684326	0.692671394799	0.0425531914894	645.782417983	40.9547579824
ABC_membrane	0.000106262661575	0.940782929768	0.156934306569	0.0182481751825	0.0	0.0	0.0	0.0	0.0	7.72532221163e-05	0.994546143318	0.240875912409	0.0	0.0	0.0	0.0	0.0	0.0	0.00358814629726	0.914902221489	0.569343065693	0.124087591241	0.0182481751825	0.0	0.0	0.0	0.0	0.00230573164299	0.885275581421	0.521897810219	0.0802919708029	0.00729927007299	0.0	0.0	0.0	0.0	0.0113142495975	0.952642241321	0.758771929825	0.258771929825	0.0219298245614	0.0	0.0	0.0	0.0	274.0	0.783173961401	0.000247040663107	0.581594861549	3.18613138686	0.206204379562	1307.68185412	47.3448437014
ADH_N	0.000153440327267	0.941970299723	0.54128440367	0.128440366972	0.0	0.0	0.0	0.0	0.0	0.00024566866341	0.992275932205	1.0	0.394495412844	0.0	0.0	0.0	0.0	0.0	0.0134917814285	0.662864917964	0.872340425532	0.36170212766	0.191489361702	0.0	0.0	0.0	0.0	0.0122541794553	0.945098317556	1.0	1.0	0.422018348624	0.0	0.0	0.0	0.0	0.44214618206	0.479697916916	0.84126984127	0.555555555556	0.269841269841	0.0634920634921	0.047619047619	0.047619047619	0.031746031746	109.0	0.72416266137	0.000258125689246	0.136230512607	1.1376146789	0.0	373.719642743	43.3936327816
ADH_zinc_N	0.000417043134803	0.965058747056	1.0	0.792307692308	0.192307692308	0.0	0.0	0.0	0.0	0.000310858158628	0.960057363721	0.507692307692	0.0769230769231	0.00769230769231	0.0	0.0	0.0	0.0	0.00178073195275	0.796548720515	0.171171171171	0.0540540540541	0.018018018018	0.0	0.0	0.0	0.0	0.0059790997766	0.947561423381	1.0	0.730769230769	0.0769230769231	0.0	0.0	0.0	0.0	0.181296229362	0.667897101612	0.851851851852	0.740740740741	0.481481481481	0.259259259259	0.222222222222	0.0740740740741	0.037037037037	130.0	0.74125114761	0.000268484274396	0.11179357897	1.76153846154	0.0	497.863068138	43.8748080694
AMP-binding	0.000191430590348	0.915435125427	0.19621749409	0.0472813238771	0.00236406619385	0.0	0.0	0.0	0.0	0.00010281347204	0.976286112588	0.0378250591017	0.0	0.0	0.0	0.0	0.0	0.0	0.237082138658	0.73894738425	1.0	0.924675324675	0.563636363636	0.012987012987	0.0025974025974	0.0025974025974	0.0025974025974	0.00266883219592	0.7855631161	0.193853427896	0.0449172576832	0.00709219858156	0.0	0.0	0.0	0.0	0.0530065670609	0.772474357402	0.36524822695	0.18085106383	0.0602836879433	0.0106382978723	0.00354609929078	0.0	0.0	423.0	0.736980224638	0.000242443980542	-0.0239095135835	3.15839243499	0.0236406619385	826.150605386	46.610951838
AMP-binding_C	0.0046151438728	0.670628555666	0.802631578947	0.407894736842	0.131578947368	0.0	0.0	0.0	0.0	0.000523675582372	0.876838260227	0.355263157895	0.0921052631579	0.0526315789474	0.0	0.0	0.0	0.0	0.0615599788725	0.753763638597	1.0	1.0	0.776315789474	0.0394736842105	0.0131578947368	0.0	0.0	0.00235034525394	0.853997858093	0.513157894737	0.0526315789474	0.0131578947368	0.0	0.0	0.0	0.0	0.190525382757	0.624431619806	0.803278688525	0.508196721311	0.344262295082	0.0491803278689	0.016393442623	0.016393442623	0.016393442623	76.0	0.712693143139	0.000130241994541	-0.102680236453	2.11842105263	0.0526315789474	654.907867579	53.3828725581
ANAPC3	0.00765879359096	0.769139625933	1.0	0.914634146341	0.475609756098	0.0	0.0	0.0	0.0	0.0046046692878	0.864574770813	1.0	0.951219512195	0.670731707317	0.0	0.0	0.0	0.0	0.00508062774315	0.964225203452	1.0	1.0	0.792682926829	0.0	0.0	0.0	0.0	0.00985040515661	0.834502645837	0.9375	0.71875	0.25	0.0	0.0	0.0	0.0	0.0221174601465	0.865956999585	0.90243902439	0.512195121951	0.207317073171	0.0243902439024	0.0	0.0	0.0	82.0	0.943992432455	9.30911103782e-05	-0.445105321508	1.5487804878	0.0	739.9545085	50.9051157921
ANAPC4_WD40	0.00894776824862	0.831551244931	1.0	0.934782608696	0.717391304348	0.0	0.0	0.0	0.0	0.00735416216776	0.87462159075	1.0	1.0	1.0	0.0322580645161	0.0	0.0	0.0	0.0229663029313	0.871211453716	1.0	0.978260869565	0.70652173913	0.0	0.0	0.0	0.0	0.00468744290993	0.875011351387	0.844444444444	0.555555555556	0.155555555556	0.0	0.0	0.0	0.0	0.0606367215514	0.896887994806	1.0	1.0	0.78125	0.15625	0.09375	0.015625	0.0	92.0	0.905862399239	0.000151769169517	-0.218348377686	4.63043478261	0.0	801.221023457	43.8254618604
ANATO	0.000625869317446	0.921796788439	1.0	0.833333333333	0.194444444444	0.0	0.0	0.0	0.0	0.000426567567047	0.952084030507	0.972222222222	0.111111111111	0.0277777777778	0.0	0.0	0.0	0.0	0.0632822439075	0.609570576498	1.0	0.777777777778	0.444444444444	0.138888888889	0.0277777777778	0.0	0.0	0.00148060533684	0.917948896917	0.944444444444	0.25	0.0	0.0	0.0	0.0	0.0	0.015883916989	0.925967293383	1.0	0.888888888889	0.5	0.0	0.0	0.0	0.0	36.0	0.655721064815	9.77699305556e-06	-0.263773148148	0.833333333333	0.0	1345.26944444	57.3436111111
ANF_receptor	0.000221434325795	0.955430928368	0.630681818182	0.167613636364	0.00284090909091	0.0	0.0	0.0	0.0	0.000330025271978	0.999233833457	1.0	1.0	0.369318181818	0.0	0.0	0.0	0.0	0.00500100292265	0.949608502733	1.0	0.666666666667	0.187702265372	0.0	0.0	0.0	0.0	0.0047123292461	0.858449047882	0.444805194805	0.0681818181818	0.012987012987	0.0	0.0	0.0	0.0	0.0249873939902	0.939662095013	0.96682464455	0.687203791469	0.241706161137	0.00473933649289	0.0	0.0	0.0	352.0	0.841566411882	0.000219469138069	-0.109712540757	3.16477272727	0.0170454545455	978.753736721	48.9136239261
APOBEC_C	0.000881609506905	0.943310767414	1.0	0.816901408451	0.281690140845	0.0	0.0	0.0	0.0	0.00106966786552	0.982311512954	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.00410364987329	0.944876580186	1.0	0.864864864865	0.324324324324	0.0	0.0	0.0	0.0	0.774553239346	0.699870020854	1.0	0.948717948718	0.820512820513	0.358974358974	0.282051282051	0.24358974359	0.230769230769	0.0177201572806	0.96376412077	1.0	1.0	0.705128205128	0.0	0.0	0.0	0.0	78.0	0.359631805516	0.00195205674103	-0.411768573307	1.74358974359	0.025641025641	307.307363577	54.1910667324
ARID	0.0105845816433	0.772415846909	1.0	0.919540229885	0.666666666667	0.0	0.0	0.0	0.0	0.00388071453199	0.942141111412	1.0	0.988505747126	0.781609195402	0.0	0.0	0.0	0.0	0.00132653000765	0.936664268054	0.735632183908	0.16091954023	0.0229885057471	0.0	0.0	0.0	0.0	0.0100554060191	0.883935932665	1.0	0.67816091954	0.206896551724	0.0	0.0	0.0	0.0	0.0582956373692	0.881031552486	1.0	0.896551724138	0.275862068966	0.0229885057471	0.0114942528736	0.0	0.0	89.0	0.941417907082	2.31364037725e-06	-0.307498771982	2.34482758621	0.0	1325.33838154	55.5972495193
Abhydrolase_1	0.000248214229941	0.927924904212	0.421875	0.109375	0.00390625	0.0	0.0	0.0	0.0	0.000192683888599	0.973546707645	0.1171875	0.0078125	0.0	0.0	0.0	0.0	0.0	0.241277977824	0.689637789325	1.0	0.955	0.7	0.015	0.01	0.005	0.005	0.0047552222386	0.743087333992	0.27734375	0.078125	0.01953125	0.0	0.0	0.0	0.0	0.869247794151	0.449386864014	0.702127659574	0.436170212766	0.234042553191	0.106382978723	0.0744680851064	0.063829787234	0.063829787234	256.0	0.767002991535	0.000132841463289	-0.0435011708318	2.12109375	0.0234375	389.968608335	43.3382293388
Abhydrolase_6	0.00188812904526	0.897078396206	0.938679245283	0.632075471698	0.198113207547	0.0	0.0	0.0	0.0	0.00176455872133	0.923941378573	0.985849056604	0.471698113208	0.122641509434	0.0	0.0	0.0	0.0	0.10231526196	0.501324471882	0.783333333333	0.311111111111	0.0944444444444	0.00555555555556	0.00555555555556	0.0	0.0	0.00607402063906	0.701015101856	0.235849056604	0.0566037735849	0.0235849056604	0.0	0.0	0.0	0.0	0.737015068531	0.539824615939	0.964705882353	0.811764705882	0.447058823529	0.129411764706	0.105882352941	0.0705882352941	0.0705882352941	212.0	0.851212960751	0.000100168297921	-0.0797026532168	1.00471698113	0.0188679245283	366.59987629	44.7748629659
Acetyltransf_1	0.000165990815731	0.930821036245	0.478632478632	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.00486206682399	0.753276713023	0.675213675214	0.25641025641	0.145299145299	0.00854700854701	0.0	0.0	0.0	0.008460550569	0.952924773398	1.0	1.0	0.779220779221	0.0	0.0	0.0	0.0	0.00679984362796	0.833784954446	0.89156626506	0.361445783133	0.0843373493976	0.0	0.0	0.0	0.0	0.0293208472431	0.724966048723	0.888888888889	0.611111111111	0.111111111111	0.0555555555556	0.0	0.0	0.0	117.0	0.878148168817	0.000209719045487	-0.101064191609	2.2735042735	0.0	332.401749976	48.4898657308
Actin	0.00207742163911	0.944670071521	0.992628992629	0.646191646192	0.0712530712531	0.0	0.0	0.0	0.0	0.0018993356498	0.860584568227	0.316953316953	0.130221130221	0.0565110565111	0.0	0.0	0.0	0.0	0.00713617447764	0.700376542048	0.0716112531969	0.0179028132992	0.00511508951407	0.0	0.0	0.0	0.0	0.0164969842881	0.945409305497	1.0	0.948402948403	0.262899262899	0.004914004914	0.0	0.0	0.0	0.204450592399	0.722185445189	0.553571428571	0.345238095238	0.157738095238	0.0625	0.0297619047619	0.014880952381	0.00297619047619	407.0	0.874526925968	0.000236653843239	-0.221558840145	2.64619164619	0.014742014742	501.084559678	52.3015191357
Acyl-CoA_dh_1	0.000141250173328	0.898226115848	0.206666666667	0.04	0.0	0.0	0.0	0.0	0.0	0.000263977999566	0.936892412721	0.313333333333	0.0866666666667	0.00666666666667	0.0	0.0	0.0	0.0	0.0058836536482	0.920798247175	1.0	0.822695035461	0.446808510638	0.0	0.0	0.0	0.0	0.00147113762796	0.894504469903	0.52	0.0933333333333	0.0	0.0	0.0	0.0	0.0	0.0784499645233	0.754142768323	0.910256410256	0.641025641026	0.205128205128	0.0512820512821	0.025641025641	0.0128205128205	0.0	150.0	0.866273518519	0.000368391662222	0.039	1.38666666667	0.24	552.75	43.0855555556
Acyl-CoA_dh_2	0.000140450792969	0.919889614099	0.30303030303	0.0833333333333	0.0	0.0	0.0	0.0	0.0	0.00118268199731	0.92279323448	0.871212121212	0.265151515152	0.0454545454545	0.0	0.0	0.0	0.0	0.00388984731399	0.879281483538	0.703125	0.1796875	0.046875	0.0	0.0	0.0	0.0	0.00272477790713	0.861018142367	0.484848484848	0.0606060606061	0.00757575757576	0.0	0.0	0.0	0.0	0.013760952279	0.918752391483	0.971014492754	0.666666666667	0.202898550725	0.0	0.0	0.0	0.0	134.0	0.864897768723	0.000300045688625	-0.0013246097337	1.13636363636	0.227272727273	558.143235384	43.2887247475
Acyl-CoA_dh_M	0.000594795623329	0.874823724518	0.59793814433	0.20618556701	0.0309278350515	0.0	0.0	0.0	0.0	0.000194711014046	0.977049297346	0.742268041237	0.0824742268041	0.0	0.0	0.0	0.0	0.0	0.145027652383	0.474588402902	0.9	0.644444444444	0.222222222222	0.0111111111111	0.0111111111111	0.0111111111111	0.0	0.0127349030226	0.808040212421	0.824742268041	0.443298969072	0.164948453608	0.0103092783505	0.0	0.0	0.0	0.11453063786	0.730271673226	0.888888888889	0.666666666667	0.444444444444	0.0740740740741	0.0555555555556	0.037037037037	0.0185185185185	97.0	0.861689431626	0.000271344384315	-0.180045819015	1.46391752577	0.226804123711	579.029594174	45.1945009
Acyl-CoA_dh_N	0.000630820693914	0.952986692136	1.0	0.840707964602	0.221238938053	0.0	0.0	0.0	0.0	0.000431586668128	0.943541433804	0.646017699115	0.141592920354	0.0265486725664	0.0	0.0	0.0	0.0	0.00064821226988	0.853086838412	0.115044247788	0.0353982300885	0.0	0.0	0.0	0.0	0.0	0.00986805651337	0.9249298168	1.0	0.823008849558	0.353982300885	0.0	0.0	0.0	0.0	0.0678759813309	0.80185526263	0.792079207921	0.613861386139	0.366336633663	0.0891089108911	0.049504950495	0.00990099009901	0.0	113.0	0.851685584458	1.9862635282e-05	-0.284406900867	1.07079646018	0.194690265487	552.744802002	50.0287190489
Adap_comp_sub	0.00215090927668	0.853512551387	0.704545454545	0.32196969697	0.0795454545455	0.0	0.0	0.0	0.0	0.00118112668861	0.989408824963	1.0	1.0	0.712121212121	0.0	0.0	0.0	0.0	0.0264848172665	0.893296416041	1.0	0.715909090909	0.106060606061	0.0	0.0	0.0	0.0	0.000971220259089	0.911133402059	0.229838709677	0.0120967741935	0.0	0.0	0.0	0.0	0.0	0.0539363585413	0.941335014535	0.996212121212	0.859848484848	0.340909090909	0.00757575757576	0.00378787878788	0.0	0.0	264.0	0.888176220129	0.000260335025863	-0.256490021973	1.29166666667	0.0	584.024745152	54.6085345883
Aldedh	0.000230333171203	0.938191617274	0.316017316017	0.0692640692641	0.004329004329	0.0	0.0	0.0	0.0	0.000400067830924	0.999285170032	1.0	1.0	0.354978354978	0.0	0.0	0.0	0.0	0.00587971089408	0.943382907856	1.0	0.686046511628	0.197674418605	0.0	0.0	0.0	0.0	0.000849789183121	0.904942483858	0.190476190476	0.012987012987	0.0	0.0	0.0	0.0	0.0	0.248365908861	0.775329623829	0.989690721649	0.690721649485	0.292096219931	0.0515463917526	0.0274914089347	0.020618556701	0.0137457044674	462.0	0.802579532427	0.000533627397389	-0.106996136079	1.79653679654	0.0562770562771	567.71555715	48.4326905577
Aldo_ket_red	0.000582846696489	0.954614937595	0.996563573883	0.721649484536	0.168384879725	0.0	0.0	0.0	0.0	0.000651597278193	0.909213092139	0.278350515464	0.0687285223368	0.020618556701	0.0	0.0	0.0	0.0	0.00169277947862	0.827988955657	0.0510948905109	0.0109489051095	0.00729927007299	0.0	0.0	0.0	0.0	0.0142038464546	0.925052260451	1.0	0.824742268041	0.278350515464	0.00343642611684	0.0	0.0	0.0	0.344219774008	0.503639992117	0.460122699387	0.20245398773	0.122699386503	0.0306748466258	0.0184049079755	0.0122699386503	0.0122699386503	292.0	0.745440109051	0.000312749665	-0.28537292795	1.64948453608	0.020618556701	343.680668129	50.6059277778
Aminotran_1_2	0.0003056457208	0.904038596913	0.31129476584	0.0798898071625	0.00550964187328	0.0	0.0	0.0	0.0	0.000819638778921	0.942607394011	0.545454545455	0.0798898071625	0.0165289256198	0.0	0.0	0.0	0.0	0.104989074171	0.839997716146	1.0	0.920634920635	0.638095238095	0.00634920634921	0.0031746031746	0.0	0.0	0.00191833695862	0.825787124021	0.190082644628	0.030303030303	0.00275482093664	0.0	0.0	0.0	0.0	0.477225363255	0.511868336777	0.579617834395	0.31847133758	0.165605095541	0.0636942675159	0.0445859872611	0.0382165605096	0.0254777070064	363.0	0.836545208371	0.000134729566274	-0.0229696019019	1.62258953168	0.0220385674931	489.97281384	44.8381701104
Ank_5	0.00559707265347	0.911047670151	1.0	1.0	0.982142857143	0.0	0.0	0.0	0.0	0.00114895240404	0.921613781878	1.0	0.803571428571	0.339285714286	0.0	0.0	0.0	0.0	0.0132418554276	0.639037989798	0.535714285714	0.25	0.160714285714	0.0	0.0	0.0	0.0	0.105558559299	0.857447362436	1.0	1.0	0.918918918919	0.513513513514	0.297297297297	0.135135135135	0.0810810810811	0.0472107753158	0.7516636922	0.894736842105	0.578947368421	0.210526315789	0.0263157894737	0.0263157894737	0.0	0.0	56.0	0.80023725413	0.000159692958239	-0.158181127454	43.5892857143	0.169642857143	1151.28626641	48.159356364
Annexin	0.00415520183742	0.773605554822	0.878787878788	0.651515151515	0.333333333333	0.0	0.0	0.0	0.0	0.0013101901859	0.961905784626	1.0	1.0	0.469696969697	0.0	0.0	0.0	0.0	0.00306177022867	0.872211652539	0.933333333333	0.433333333333	0.1	0.0	0.0	0.0	0.0	0.0574028156698	0.919523813116	1.0	1.0	0.939393939394	0.484848484848	0.19696969697	0.0757575757576	0.0	0.0124422926456	0.899956361288	0.837209302326	0.488372093023	0.139534883721	0.0	0.0	0.0	0.0	66.0	0.862271341951	0.000605709132542	-0.381724447869	8.66666666667	0.0	396.960006848	53.8321006677
Anticodon_1	0.000253307021922	0.885077444099	0.251655629139	0.0728476821192	0.00662251655629	0.0	0.0	0.0	0.0	0.000767161487602	0.91571478351	0.962962962963	0.444444444444	0.135802469136	0.0	0.0	0.0	0.0	0.0252870190889	0.871727914057	1.0	0.860927152318	0.456953642384	0.0	0.0	0.0	0.0	0.00298932217993	0.769809728558	0.324503311258	0.0662251655629	0.0198675496689	0.0	0.0	0.0	0.0	0.0104718627408	0.908937645295	0.476821192053	0.198675496689	0.0397350993377	0.0	0.0	0.0	0.0	152.0	0.803801545254	0.000685227491391	-0.0824834437086	0.629139072848	0.0	1117.78465784	49.5921854305
ArfGap	0.0476305633783	0.464549662877	0.700854700855	0.538461538462	0.290598290598	0.00854700854701	0.00854700854701	0.0	0.0	0.000552003621124	0.985115487659	1.0	0.982905982906	0.119658119658	0.0	0.0	0.0	0.0	0.156167417765	0.457352141126	0.796296296296	0.472222222222	0.194444444444	0.0462962962963	0.037037037037	0.0185185185185	0.00925925925926	0.182333171368	0.789890185646	1.0	1.0	0.820512820513	0.290598290598	0.17094017094	0.102564102564	0.0683760683761	0.0937195271254	0.768827659176	0.769230769231	0.487179487179	0.350427350427	0.0769230769231	0.0512820512821	0.025641025641	0.00854700854701	117.0	0.866861683938	0.000152485574659	-0.439805180912	4.04273504274	0.0	783.814455448	57.2169312058
Arm	0.0211200993508	0.708863062563	1.0	1.0	0.780487804878	0.0243902439024	0.0	0.0	0.0	0.0356217212975	0.858073781763	1.0	1.0	1.0	0.487804878049	0.268292682927	0.0975609756098	0.0731707317073	0.0172931496054	0.875810292811	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.220423832536	0.626286431356	1.0	0.777777777778	0.666666666667	0.444444444444	0.444444444444	0.444444444444	0.333333333333	0.00377421546727	0.870991092863	0.666666666667	0.333333333333	0.111111111111	0.0	0.0	0.0	0.0	41.0	0.893143510161	2.60310381863e-05	0.150991331876	11.6097560976	0.0	807.399353511	46.2490328267
